,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.37002,-0.10490_358",0.07561767578125,NA,0.1104541015625,NA,0.0111279296875,NA,NA,0.002099609375,0.08333984375,0.05952880859375,0.34550537109375,NA,0.0040087890625,0.01016845703125,NA,NA,NA,0.00233154296875,NA,0.29581787109375
"51.37002,-0.10490_268",0.24751708984375,0.10220703125,0.08145263671875,0.018037109375,0.0348291015625,NA,NA,NA,NA,0.003076171875,0.3754931640625,NA,NA,0.0640576171875,NA,NA,NA,NA,NA,0.073330078125
"51.37002,-0.10490_88",0.27327392578125,NA,0.12107666015625,0.00085693359375,0.01909912109375,NA,NA,NA,NA,NA,0.3872265625,NA,NA,0.00563232421875,NA,NA,NA,NA,NA,0.19283447265625
"51.37002,-0.10490_178",0.29794677734375,0.03038818359375,0.0654541015625,NA,0.07274169921875,NA,NA,NA,NA,0.01348388671875,0.39690185546875,NA,NA,0.080576171875,NA,NA,NA,NA,NA,0.04250732421875
"51.37003,-0.10514_88",0.27681884765625,0.08773193359375,0.0873779296875,0.0013720703125,0.043671875,0.00545166015625,NA,NA,NA,0.00529296875,0.3831005859375,NA,NA,0.0150830078125,NA,NA,NA,NA,NA,0.09409912109375
"51.37003,-0.10514_178",0.28399169921875,0.1261865234375,0.0515283203125,0.00470703125,0.0428369140625,0.00551513671875,NA,0.0064208984375,NA,0.01234619140625,0.39912109375,NA,NA,0.01976806640625,NA,NA,NA,NA,NA,0.047578125
"51.37003,-0.10514_358",0.3048681640625,0.0951953125,0.077763671875,0.01480224609375,NA,0.00828369140625,NA,NA,NA,NA,0.38413330078125,NA,NA,0.00288818359375,NA,NA,NA,NA,NA,0.1120654296875
"51.37003,-0.10514_268",0.379208984375,0.07572265625,NA,0.022109375,NA,0.00678955078125,NA,0.005087890625,0.06408447265625,0.002802734375,0.406552734375,NA,NA,0.00754638671875,NA,NA,NA,NA,NA,0.03009521484375
"51.36968,-0.10404_178",0.246337890625,0.05368408203125,0.0931005859375,0.0046630859375,NA,NA,NA,NA,0.1221240234375,0.00294921875,0.36582763671875,NA,NA,0.1076806640625,NA,NA,NA,NA,NA,0.0036328125
"51.36968,-0.10404_88",0.16209228515625,0.19427978515625,0.0885302734375,NA,0.0201611328125,NA,NA,0.00191162109375,NA,0.00509033203125,0.346435546875,NA,NA,NA,NA,NA,NA,NA,NA,0.1814990234375
"51.36968,-0.10404_268",0.263798828125,0.0125048828125,0.0870361328125,0.00463623046875,NA,NA,NA,NA,NA,NA,0.3731591796875,NA,NA,0.1431103515625,NA,NA,NA,NA,NA,0.11575439453125
"51.36968,-0.10404_358",0.22044677734375,0.1172314453125,0.0620751953125,0.011162109375,NA,NA,NA,NA,0.16337890625,0.00016357421875,0.3717138671875,NA,NA,0.0440771484375,NA,NA,NA,NA,NA,0.0097509765625
"51.36997,-0.10441_358",0.38259765625,NA,0.08136962890625,0.000615234375,NA,0.00559814453125,NA,NA,0.043896484375,0.0048779296875,0.40489013671875,NA,NA,0.005,NA,NA,NA,NA,NA,0.07115478515625
"51.36997,-0.10441_268",0.2416796875,0.14322265625,0.1271923828125,0.002568359375,0.03287109375,NA,NA,NA,NA,NA,0.38080810546875,NA,NA,0.0006298828125,NA,NA,NA,NA,NA,0.07102783203125
"51.36997,-0.10441_178",0.20451904296875,0.16847412109375,0.125576171875,0.008720703125,0.052841796875,NA,NA,0.00119140625,NA,NA,0.39038818359375,NA,NA,0.0100244140625,NA,NA,NA,NA,NA,0.03826416015625
"51.36997,-0.10441_88",0.37053955078125,0.08497802734375,0.06071044921875,NA,NA,0.006962890625,NA,NA,NA,0.00188720703125,0.426767578125,NA,NA,0.0097265625,NA,NA,NA,NA,NA,0.038427734375
"51.37001,-0.10465_268",0.3119677734375,NA,0.04738525390625,NA,0.028857421875,NA,NA,0.00185546875,NA,NA,0.43435302734375,NA,NA,0.0308203125,NA,NA,NA,NA,NA,0.1447607421875
"51.37001,-0.10465_178",0.30641845703125,0.0655419921875,0.10421875,0.00183837890625,NA,NA,NA,NA,NA,NA,0.40624267578125,NA,NA,0.045361328125,NA,NA,NA,NA,NA,0.07037841796875
"51.37001,-0.10465_88",0.30271728515625,NA,0.1130810546875,0.00050537109375,NA,NA,NA,NA,0.05036865234375,0.041875,0.39780517578125,NA,NA,NA,NA,NA,NA,NA,NA,0.0936474609375
"51.37001,-0.10465_358",0.10195556640625,0.25271240234375,0.18523193359375,NA,NA,NA,NA,NA,NA,NA,0.3771044921875,NA,NA,0.01028564453125,NA,NA,NA,NA,NA,0.0727099609375
"51.37365,-0.10424_109",0.3911279296875,NA,0.254736328125,NA,NA,0.02116455078125,NA,NA,0.00031982421875,NA,0.26469970703125,0.016240234375,NA,NA,NA,0.005078125,NA,NA,NA,0.04663330078125
"51.37365,-0.10424_19",0.3859521484375,NA,0.22341552734375,NA,0.00943603515625,0.0353662109375,NA,NA,NA,NA,0.28541748046875,0.01282470703125,NA,NA,NA,NA,NA,NA,0.001435546875,0.04615234375
"51.37365,-0.10424_289",0.38873779296875,NA,0.4077783203125,NA,NA,NA,NA,NA,0.00166748046875,NA,0.18571533203125,0.0057421875,NA,NA,NA,NA,NA,NA,NA,0.01035888671875
"51.37365,-0.10424_199",0.371513671875,NA,0.546767578125,NA,NA,0.01281005859375,NA,NA,NA,NA,0.06168701171875,0.00349853515625,NA,0.00075927734375,NA,NA,NA,NA,NA,0.0029638671875
"51.37211,-0.10276_213",0.319609375,NA,0.1306103515625,0.0377734375,0.08283447265625,NA,NA,NA,0.17976806640625,0.007314453125,0.20200927734375,NA,NA,0.000771484375,NA,NA,NA,NA,NA,0.03930908203125
"51.37211,-0.10276_303",0.29607666015625,0.0474755859375,0.215810546875,0.08248046875,NA,NA,NA,NA,0.174599609375,0.01079345703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172763671875
"51.37211,-0.10276_33",0.40965087890625,NA,0.096435546875,0.0312255859375,NA,NA,NA,NA,0.17190185546875,NA,0.2595703125,NA,NA,NA,NA,NA,NA,NA,NA,0.0312158203125
"51.37211,-0.10276_123",0.292890625,NA,0.09620849609375,NA,0.21446533203125,NA,NA,NA,0.19980712890625,NA,0.18839599609375,NA,NA,0.00122802734375,NA,NA,NA,NA,NA,0.00700439453125
"51.37168,-0.10155_327",0.3454931640625,NA,0.28316162109375,NA,0.08460205078125,NA,NA,0.001494140625,0.1815234375,NA,0.103232421875,NA,NA,NA,NA,NA,NA,NA,NA,0.0004931640625
"51.37168,-0.10155_57",0.2921435546875,NA,0.70225341796875,NA,NA,NA,NA,0.00155029296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004052734375
"51.37168,-0.10155_147",0.35663818359375,NA,0.3871240234375,0.050048828125,NA,NA,NA,0.001796875,0.06216796875,NA,0.13522216796875,NA,NA,0.00197265625,0.0017529296875,NA,NA,NA,NA,0.0032763671875
"51.37168,-0.10155_237",0.34338134765625,NA,0.139248046875,NA,0.151298828125,0.01369384765625,NA,NA,0.2084423828125,NA,0.133515625,NA,NA,NA,0.00533935546875,NA,NA,NA,NA,0.00508056640625
"51.37182,-0.10164_327",0.34889404296875,NA,0.364501953125,NA,0.08055908203125,NA,NA,NA,0.20414794921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00189697265625
"51.37182,-0.10164_147",0.347783203125,NA,0.31985595703125,NA,0.05004638671875,NA,NA,0.0011572265625,0.28099853515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015869140625
"51.37182,-0.10164_237",0.3470166015625,NA,0.02685302734375,NA,0.15194580078125,NA,NA,NA,0.44583984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0283447265625
"51.37182,-0.10164_57",0.29689697265625,NA,0.70185546875,NA,NA,NA,NA,0.00124755859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51.37197,-0.10172_327",0.36080810546875,NA,0.22144775390625,NA,0.068671875,NA,NA,NA,0.28482666015625,NA,0.0499267578125,NA,NA,NA,NA,NA,NA,NA,NA,0.01431884765625
"51.37197,-0.10172_57",0.33786376953125,NA,0.63085693359375,NA,NA,NA,NA,0.00285888671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02842041015625
"51.37197,-0.10172_147",0.34709228515625,NA,0.33888671875,0.05052490234375,NA,NA,NA,0.00131591796875,0.259453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00272705078125
"51.37197,-0.10172_237",0.32930908203125,NA,0.01946044921875,NA,0.14884765625,NA,NA,0.001572265625,0.49740966796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00340087890625
"51.36947,-0.10486_133",0.37576904296875,0.0512646484375,NA,0.00156982421875,0.010234375,NA,NA,NA,0.12842041015625,0.00842041015625,0.3887646484375,NA,NA,0.00322265625,NA,NA,NA,NA,NA,0.032333984375
"51.36947,-0.10486_223",0.38350341796875,0.04646728515625,0.0374462890625,0.01860107421875,0.02559814453125,NA,NA,NA,NA,NA,0.3077880859375,NA,NA,0.01061767578125,NA,NA,NA,NA,NA,0.16997802734375
"51.36947,-0.10486_313",0.37490478515625,0.05914306640625,NA,0.012568359375,0.01968017578125,NA,NA,NA,0.11891357421875,NA,0.35391845703125,NA,NA,0.00596923828125,NA,NA,NA,NA,NA,0.05490234375
"51.36947,-0.10486_43",0.32433837890625,0.08993408203125,0.135185546875,NA,NA,NA,NA,NA,NA,NA,0.40208740234375,NA,NA,0.007431640625,NA,NA,NA,NA,NA,0.04102294921875
"51.37147,-0.10149_149",0.36156494140625,NA,0.28060302734375,0.02222412109375,NA,NA,NA,NA,0.11707763671875,NA,0.1276611328125,0.00334228515625,0.00234130859375,0.01405517578125,NA,NA,NA,0.0433544921875,NA,0.02777587890625
"51.37147,-0.10149_59",0.28329345703125,NA,0.29896484375,0.0171533203125,NA,NA,NA,0.0067724609375,0.1296337890625,NA,0.0791259765625,NA,NA,0.17272216796875,NA,NA,NA,NA,NA,0.012333984375
"51.37147,-0.10149_329",0.2145458984375,NA,0.31129638671875,NA,NA,NA,NA,NA,0.2937255859375,NA,0.0126416015625,NA,NA,0.1622265625,NA,NA,NA,NA,NA,0.00556396484375
"51.37147,-0.10149_239",0.30499755859375,NA,0.3676953125,NA,NA,NA,NA,0.0007958984375,0.17095703125,NA,0.0773046875,NA,NA,NA,NA,NA,NA,0.06123046875,NA,0.01701904296875
"51.36915,-0.10449_28",0.32838134765625,0.0382470703125,0.04747802734375,0.00488037109375,0.0539599609375,0.01345947265625,NA,NA,NA,0.003876953125,0.4205224609375,0.0013720703125,NA,0.02398193359375,NA,NA,NA,NA,NA,0.06384033203125
"51.36915,-0.10449_298",0.43204833984375,NA,0.0344091796875,0.0189208984375,NA,NA,NA,NA,NA,NA,0.4376220703125,NA,NA,0.018759765625,NA,NA,0.02163818359375,NA,NA,0.0366015625
