,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.31324,-0.12632_153",0.34574462890625,0.052802734375,NA,0.0090576171875,NA,NA,NA,NA,0.3277294921875,0.06255859375,0.18290283203125,NA,NA,0.006171875,NA,NA,NA,NA,NA,0.0130322265625
"51.31324,-0.12632_243",0.22407470703125,0.13679443359375,0.06226318359375,NA,0.06034912109375,NA,NA,NA,0.2841552734375,0.0293505859375,0.198330078125,NA,NA,NA,NA,NA,NA,NA,NA,0.0046826171875
"51.31324,-0.12632_333",0.2648388671875,NA,0.0654248046875,NA,0.03447265625,NA,NA,NA,0.21320068359375,0.02196044921875,0.2797119140625,NA,NA,0.1157080078125,NA,NA,NA,NA,NA,0.0046826171875
"51.31324,-0.12632_63",0.17255126953125,0.05704833984375,0.02327880859375,0.00628173828125,0.00864013671875,NA,NA,0.0043603515625,0.3255029296875,0.05607421875,0.18580322265625,NA,NA,0.1546826171875,NA,NA,NA,NA,NA,0.0057763671875
"51.31342,-0.12641_63",0.16836181640625,NA,0.07267578125,NA,NA,NA,NA,NA,0.20486328125,0.00381591796875,0.3280029296875,NA,NA,0.20151123046875,NA,NA,NA,NA,NA,0.02076904296875
"51.31342,-0.12641_243",0.366787109375,0.016591796875,0.08878173828125,NA,NA,NA,NA,NA,0.28058837890625,0.0052587890625,NA,NA,NA,0.04746337890625,NA,NA,NA,NA,NA,0.19452880859375
"51.31342,-0.12641_333",0.3083544921875,0.00505615234375,0.06326416015625,NA,0.006376953125,NA,NA,NA,0.0764404296875,0.0056201171875,0.42382568359375,NA,NA,0.10591064453125,NA,NA,NA,NA,NA,0.0051513671875
"51.31342,-0.12641_153",0.28573974609375,0.02223876953125,0.045986328125,NA,NA,NA,NA,NA,0.35992919921875,0.00420654296875,0.163798828125,NA,NA,0.1112646484375,NA,NA,NA,NA,NA,0.0068359375
"51.31748,-0.13555_205",0.35588623046875,0.04010498046875,0.0381689453125,NA,NA,0.00525390625,NA,NA,0.14325439453125,0.00978759765625,0.36573974609375,NA,NA,0.0358740234375,NA,NA,NA,NA,NA,0.00593017578125
"51.31748,-0.13555_295",0.3454541015625,0.02829345703125,NA,NA,NA,NA,NA,NA,0.25455322265625,0.01282470703125,NA,NA,NA,0.04861083984375,NA,NA,NA,NA,NA,0.310263671875
"51.31748,-0.13555_115",0.13764892578125,0.249423828125,0.082587890625,0.0178369140625,NA,0.0054296875,NA,NA,NA,0.055908203125,0.39652099609375,NA,NA,NA,NA,NA,NA,NA,NA,0.0546435546875
"51.31748,-0.13555_25",0.3747216796875,0.03067626953125,0.06417724609375,NA,NA,NA,NA,0.0018798828125,0.1488037109375,0.03280029296875,0.34294921875,NA,NA,0.00169189453125,NA,NA,NA,NA,NA,0.0022998046875
"51.31380,-0.12659_153",0.303232421875,NA,NA,NA,NA,NA,NA,NA,0.19710693359375,0.04953369140625,0.34162353515625,NA,NA,0.07391357421875,NA,NA,NA,NA,NA,0.03458984375
"51.31380,-0.12659_243",0.12470703125,0.20244384765625,0.0323583984375,NA,0.0869384765625,NA,NA,NA,0.377431640625,0.04091552734375,0.13239990234375,NA,NA,NA,NA,NA,NA,NA,NA,0.00280517578125
"51.31380,-0.12659_333",0.2881005859375,NA,0.02958740234375,NA,NA,NA,NA,NA,0.33109130859375,0.08413818359375,NA,NA,NA,0.0555078125,NA,NA,NA,NA,NA,0.21157470703125
"51.31380,-0.12659_63",0.191669921875,NA,0.05420654296875,NA,NA,NA,NA,NA,0.2092919921875,0.00734375,0.34861572265625,NA,NA,0.184814453125,NA,NA,NA,NA,NA,0.0040576171875
"51.31361,-0.12650_153",0.3015234375,NA,0.0455224609375,0.00976806640625,0.00803466796875,NA,NA,NA,0.1597314453125,0.0081005859375,0.36509033203125,NA,NA,0.094775390625,NA,NA,NA,NA,NA,0.00745361328125
"51.31361,-0.12650_333",0.2765869140625,NA,0.0435205078125,NA,NA,NA,NA,NA,0.183359375,0.05356689453125,0.3437744140625,NA,NA,0.07776123046875,NA,NA,NA,NA,NA,0.0214306640625
"51.31361,-0.12650_63",0.1764794921875,NA,NA,NA,NA,NA,NA,NA,0.3306005859375,0.003193359375,NA,NA,NA,0.21654541015625,NA,NA,NA,NA,NA,0.27318115234375
"51.31361,-0.12650_243",0.108271484375,0.22676025390625,0.07171142578125,NA,0.05839599609375,NA,NA,NA,0.20508544921875,0.0492041015625,0.26456787109375,NA,NA,0.01343994140625,NA,NA,NA,NA,NA,0.0025634765625
"51.31902,-0.13496_198",0.44808837890625,NA,0.0880419921875,0.001845703125,NA,NA,NA,NA,0.01355224609375,0.006552734375,0.4219677734375,NA,NA,0.002119140625,NA,NA,NA,NA,NA,0.01783203125
"51.31902,-0.13496_108",0.44383544921875,NA,0.08606689453125,0.00202392578125,NA,NA,NA,NA,0.0439794921875,0.0046923828125,0.39310791015625,NA,NA,0.0195361328125,NA,NA,NA,NA,NA,0.0067578125
"51.31902,-0.13496_18",0.39667236328125,NA,NA,NA,NA,NA,NA,0.00530517578125,0.08452392578125,0.0024560546875,0.39120361328125,NA,NA,0.0155078125,NA,NA,NA,NA,NA,0.1043310546875
"51.31902,-0.13496_288",0.33644287109375,NA,0.078515625,0.0022314453125,NA,NA,NA,NA,NA,0.00235107421875,0.43279296875,NA,NA,0.000439453125,NA,NA,NA,NA,NA,0.1472265625
"51.31786,-0.13542_25",0.38418701171875,NA,0.01808837890625,NA,NA,NA,NA,0.0016064453125,0.37758544921875,0.011796875,NA,NA,NA,0.00062255859375,NA,NA,NA,NA,NA,0.20611328125
"51.31786,-0.13542_295",0.32796142578125,NA,0.01651611328125,NA,NA,0.0116845703125,NA,0.00319580078125,0.1593994140625,0.02408447265625,0.40332275390625,NA,NA,NA,NA,NA,NA,NA,NA,0.05383544921875
"51.31786,-0.13542_205",0.35860107421875,NA,NA,NA,NA,NA,NA,NA,0.1995849609375,0.02100341796875,0.338720703125,NA,NA,0.07404052734375,NA,NA,NA,NA,NA,0.00804931640625
"51.31786,-0.13542_115",0.2790576171875,0.05278076171875,NA,NA,NA,NA,NA,NA,0.49566650390625,NA,0.09757568359375,NA,NA,0.0722705078125,NA,NA,NA,NA,NA,0.00264892578125
"51.31895,-0.13496_295",0.39544677734375,0.04006103515625,0.09139404296875,NA,NA,NA,NA,NA,NA,0.011162109375,0.4436962890625,NA,NA,0.00146728515625,NA,NA,NA,NA,NA,0.0167724609375
"51.31895,-0.13496_205",0.4092919921875,NA,0.11025390625,NA,0.02714599609375,NA,NA,NA,NA,0.013359375,0.405283203125,NA,NA,0.01002197265625,NA,NA,NA,NA,NA,0.0246435546875
"51.31895,-0.13496_115",0.27822265625,0.1486865234375,0.09600341796875,NA,0.02537109375,NA,NA,NA,NA,NA,0.3813818359375,NA,NA,0.01053466796875,NA,NA,NA,NA,NA,0.0597998046875
"51.31895,-0.13496_25",0.45496826171875,NA,0.05858154296875,0.00376953125,NA,NA,NA,NA,0.05203857421875,0.00124755859375,0.420458984375,NA,NA,0.001904296875,NA,NA,NA,NA,NA,0.00703125
"51.31878,-0.13506_295",0.35627685546875,NA,0.08750732421875,0.002197265625,0.00808837890625,NA,NA,NA,NA,0.03340576171875,0.44870361328125,NA,NA,0.0318359375,NA,NA,NA,NA,NA,0.03198486328125
"51.31878,-0.13506_205",0.395712890625,0.0366650390625,NA,0.00713623046875,0.0140966796875,0.00690185546875,NA,NA,0.0828955078125,0.0217626953125,0.38882568359375,NA,NA,NA,NA,NA,NA,NA,NA,0.04600341796875
"51.31878,-0.13506_115",0.1939013671875,0.19864501953125,0.07016357421875,0.0421240234375,0.01216796875,0.01166259765625,NA,NA,0.12305419921875,0.001513671875,0.3425390625,NA,NA,0.0008154296875,NA,NA,NA,NA,NA,0.0034130859375
"51.31878,-0.13506_25",0.3616845703125,0.008486328125,0.1136767578125,0.0169677734375,NA,NA,NA,NA,NA,0.00463134765625,0.4195166015625,NA,NA,0.0373876953125,NA,NA,NA,NA,NA,0.03764892578125
"51.31842,-0.13523_295",0.38916748046875,NA,0.11533935546875,NA,0.0085498046875,NA,NA,NA,NA,0.0025537109375,0.403564453125,NA,NA,NA,0.03724365234375,NA,NA,NA,NA,0.04358154296875
"51.31842,-0.13523_205",0.38825439453125,NA,0.0687548828125,NA,NA,0.0052734375,NA,NA,0.14364501953125,NA,0.30556396484375,NA,NA,0.05738525390625,0.02532958984375,NA,NA,NA,NA,0.00579345703125
"51.31842,-0.13523_115",0.30740234375,0.03914306640625,NA,NA,NA,NA,NA,NA,0.4092578125,NA,NA,NA,NA,0.0624365234375,NA,NA,NA,NA,NA,0.18176025390625
"51.31842,-0.13523_25",0.3920703125,0.028447265625,0.0243505859375,0.0096826171875,0.0095947265625,NA,NA,NA,0.210029296875,0.0010986328125,0.3231640625,NA,NA,NA,NA,NA,NA,NA,NA,0.0015625
"51.31823,-0.13529_295",0.37838623046875,NA,0.08244873046875,NA,0.008828125,NA,NA,NA,NA,NA,0.40794921875,NA,NA,0.08612060546875,NA,NA,NA,NA,NA,0.03626708984375
"51.31823,-0.13529_205",0.37559814453125,0.01658935546875,0.03098876953125,NA,NA,NA,NA,NA,0.2498193359375,NA,NA,NA,NA,0.06500244140625,NA,NA,NA,NA,NA,0.262001953125
