,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
E01000595,27.16972902442227,5.9296818580948,10.77544037634585,2.3360370026917017,2.984818658908876,0.14609457064075632,0.0,0.025271632090336133,14.120328502494749,1.0533334427521008,23.04694988346901,0.02821516790309874,0.002353700269170168,4.929339240579044,0.03170135241596639,0.19833604828650211,0.0133056640625,0.027991030396533615,0.004085252264968487,7.1769875919117645
E01004288,26.666879442003037,3.6526667277018228,17.485557556152344,1.0386132134331598,3.8224190606011286,0.2050815158420139,0.0017996893988715278,0.03255886501736111,12.336295233832466,1.278004116482205,21.759369744194878,0.052992926703559026,0.004039340549045139,7.417145623101129,0.009652031792534722,0.0006357828776041666,0.0004984537760416666,0.017076280381944444,0.006903754340277778,4.211810641818577
E01001249,30.157375266335226,2.286834161931818,21.930999755859375,1.2104941628196022,2.193670654296875,0.17390858043323865,0.0,0.04914828213778409,8.671664706143465,0.38186534534801136,23.820090553977273,0.1275540438565341,0.007600541548295455,4.727757679332386,0.15737748579545455,0.2855002663352273,0.13715487393465908,0.011429110440340909,0.030628551136363636,3.638945978338068
E01003305,29.476471931703628,3.6017469180527555,18.117181593371974,1.0997688539566532,1.5450439453125,0.12501181325604838,0.0,0.034137028519825266,10.419939594884072,0.9525153047295027,23.320471978956654,0.04976137222782258,0.0016938896589381721,5.912434895833333,0.0,0.0,0.0,0.04669648857526882,0.019390147219422043,5.277734243741599
E01000842,26.758333559389467,4.225796169704861,16.77184832537616,1.6024599428530093,0.7189116301359953,0.021993001302083332,0.0,0.015906439887152776,14.588860405815971,0.08903107819733797,24.986042163990163,0.03225368923611111,0.0003888165509259259,9.259490966796875,0.00223682544849537,0.0,0.0,0.009382459852430556,0.009261519820601851,0.9078030056423612
E01000857,30.751682188452744,2.305485423018293,14.362416337176066,0.8868959008193598,0.9836157822027439,0.03582465939405488,0.0,0.024143125952743903,24.62279677972561,0.1864281631097561,17.62980986804497,0.0556298232660061,0.011619009622713415,6.7237742354230186,0.001881669207317073,0.0,0.0,0.006472703887195122,0.07046583222179878,1.3410584984756098
E01000879,29.636852319689766,4.000678463258605,10.428669362828352,2.7535904594089673,1.5219602723052537,0.06969418733016304,0.0,0.038185009057971016,25.641162817028984,0.17103554545969202,18.756693522135418,0.046749391417572464,0.0026917388473731885,5.318092235620471,0.12893809442934784,0.0,0.0,0.020793527796648552,0.011225161345108696,1.4529878920403079
E01000882,28.682825503141984,4.412933349609375,17.72687829059103,1.3529941724694294,0.8062624724014945,0.07350092348845108,0.0,0.056985606317934784,19.3987572711447,0.07109534222146739,20.007528553838316,0.06722624405570653,0.0,5.68582418690557,0.2197212550951087,0.0,0.0,0.057893172554347824,0.04126374617866848,1.338309909986413
E01000894,26.839011510213215,3.1419754028320312,12.49763043721517,1.595650355021159,0.8817583719889323,0.07070668538411458,0.0,0.013109842936197916,27.958916346232098,2.0799776713053384,16.64847755432129,0.05223910013834635,0.002339045206705729,6.0003814697265625,0.11433092753092448,0.0007279713948567709,0.0,0.04397392272949219,0.002960840861002604,2.055832544962565
E01000929,28.430068969726562,4.602091471354167,18.43957773844401,1.8678080240885417,1.525861104329427,0.14981842041015625,0.0,0.01023101806640625,13.581921895345053,0.9028218587239584,22.073773701985676,0.051788330078125,0.0,6.672035217285156,0.0022379557291666665,0.0,0.0,0.0,0.035321553548177086,1.6546427408854167
E01000935,31.222307477678573,4.335409981863839,13.174207414899554,1.7207118443080358,1.3186819893973214,0.09916904994419642,0.0,0.007302420479910714,20.01766095842634,0.48230416434151785,20.468854631696427,0.058837890625,0.0,4.862313406808036,0.5217677525111607,0.0,0.0,0.07540457589285714,0.027291434151785716,1.6077750069754464
E01000943,31.01468172940341,4.153118341619318,34.58567449396307,0.0934537020596591,3.5321943803267044,0.23116233132102273,0.004271351207386364,0.03779629794034091,13.048183371803978,0.11178422407670455,8.40633544921875,0.38603293678977274,0.010820978338068181,2.7546353426846593,0.020188210227272727,0.05344571200284091,0.0,0.021242453835227274,0.01315030184659091,1.5218283913352273
E01000947,31.994428437331628,4.36321758401805,23.58807057347791,0.4962321314318427,2.193248354155442,0.17798588193696122,0.0,0.04994254276670258,12.315059267241379,0.04532596982758621,19.21948452653556,0.0967943915005388,0.009427300814924568,3.0895796150996766,0.3243066195783944,0.39384407832704743,0.026119363719019396,0.0695343017578125,0.06522816625134699,1.4821708942281788
