LSOA11CD,LSOA11NM,geometry,Income Score - exponentially transformed,Employment Score - exponentially transformed,Education Score - exponentially transformed,Health Score - exponentially transformed,Crime Score - exponentially transformed,Barriers Score - exponentially transformed,Living Environment Score - exponentially transformed,IMD,IMD_minus_crime,IMD Group
E01002247,Havering 017B,"POLYGON ((0.1735544838331691 51.5761484290537, 0.1744175189598179 51.5755877794037, 0.1755660389016825 51.57569152514849, 0.1762790724710262 51.57628573967963, 0.1768886972405826 51.57636346859939, 0.1761460840213279 51.575648745026015, 0.1745561651204832 51.57501048799381, 0.1719251176740126 51.574646064426, 0.170412690501861 51.57441246862092, 0.1708865155763758 51.573810851501506, 0.1716320621656185 51.572687593103744, 0.1715385738622507 51.5720508335086, 0.1702033129587262 51.571835862824294, 0.1692203396318186 51.57166567723364, 0.1704129620616619 51.57104686699602, 0.1699514151079844 51.57071231026933, 0.1701468103644556 51.569772813821096, 0.1688412705673765 51.56929090209616, 0.1679961060163944 51.56932110886727, 0.1673699602268432 51.571414702481064, 0.163352723613669 51.570943771389366, 0.1631492281268952 51.571690167302215, 0.16434319970431 51.571856277747514, 0.164769367569756 51.57220192272979, 0.1646376565732485 51.572770899603725, 0.1640028006107183 51.57277361773915, 0.1639870078713723 51.57339393593292, 0.1647890477294557 51.57334563343248, 0.1659031912861192 51.57419538642899, 0.1649023069079775 51.57439367849571, 0.164912397331348 51.57521187342992, 0.1653596238090772 51.57520184908765, 0.1666897858065408 51.57537873210227, 0.1675560288838004 51.576017543665884, 0.1682592012749531 51.576111358905386, 0.1681119148073102 51.576562524888786, 0.1724913621368696 51.577383946540266, 0.1726994290896704 51.57689347486607, 0.1722041176102612 51.57676046939521, 0.1726927078158834 51.5761879153831, 0.1735544838331691 51.5761484290537))",25.504,17.334,14.656,16.675,25.873,16.071,23.506,19.955085,19.3655946,5
E01002118,Harrow 002E,"POLYGON ((-0.2810197841777732 51.61226138104262, -0.2793405684450994 51.61071935269056, -0.2802924970607052 51.61012013161465, -0.2790906754759244 51.60899822988057, -0.2802657812727227 51.60839796434601, -0.280985231592817 51.60927321171653, -0.2816298427425614 51.60943810691424, -0.2851740469289708 51.60785962808622, -0.2857334332390896 51.60823421311683, -0.2878550768379771 51.60773119269202, -0.2894720435537812 51.60729769159626, -0.2918260582499851 51.60709264225127, -0.2944172668226949 51.60696116752207, -0.2948132917514948 51.60812452337295, -0.2943169482419562 51.608213735828016, -0.294268100806453 51.60788634825832, -0.2937466529460406 51.607916015808485, -0.2916499758513367 51.609040858251525, -0.2913684845124909 51.60926820280331, -0.2920031381086613 51.609959901998366, -0.2906530606602192 51.610584002888, -0.2901763894923797 51.611678552109275, -0.2897257025991303 51.61183328009517, -0.2892578425066826 51.61144701887384, -0.2899574672288671 51.61107235504407, -0.2885175739867714 51.609377921370985, -0.2867908437944904 51.6086982356366, -0.28638984682507 51.60872355866122, -0.2864719322211685 51.60940829983921, -0.2855717894404736 51.609812413613476, -0.2863869617773058 51.61070292688044, -0.2852262200564963 51.61091184348383, -0.2849481482135244 51.61068898277963, -0.2844001118799657 51.61109342052783, -0.2837028237291016 51.61151020513999, -0.2825445676494736 51.611457215554815, -0.2816227944537701 51.61230168218336, -0.2810197841777732 51.61226138104262))",17.615,8.366,9.931,8.714,28.815,63.995,17.837,18.652971,17.6251505,5
E01002696,Islington 020A,"POLYGON ((-0.1072272172013838 51.534952192423425, -0.1071448841025178 51.53462689058296, -0.106873637852416 51.53377161457468, -0.1060095192797448 51.533139718081934, -0.1062955547676976 51.53197993959932, -0.1063007219314122 51.53189885652654, -0.107501327823657 51.53186431313987, -0.1089542030633986 51.53181584848477, -0.1092942596011819 51.5330509396694, -0.1097380125433009 51.53316233235669, -0.1093607378404088 51.53343174705563, -0.1086724588291388 51.53311656103714, -0.1085350358904044 51.53411486154661, -0.1089919061996498 51.53432465775426, -0.1090751835726403 51.53459790680512, -0.1092700150862551 51.53497742884379, -0.1097135886635187 51.53476017823669, -0.109793395026957 51.53520573926569, -0.1105078961494093 51.53538796381682, -0.1106303407173742 51.53574318876125, -0.1111134469121715 51.53590849945003, -0.1107557228836514 51.537222614367515, -0.1098618488657974 51.53736737377903, -0.1090187816856984 51.537411653768366, -0.10860500351319 51.53852546778973, -0.1090331698507058 51.538742776994674, -0.1080807168014885 51.53879706730195, -0.108124214668001 51.539079261297815, -0.1073161354352363 51.539167464344445, -0.1068536919895071 51.53887833006305, -0.1068894184052383 51.53871308471566, -0.1069764846464951 51.537541659441374, -0.1070002124522782 51.53732427966271, -0.1070985009108399 51.53644558861333, -0.10712643974715 51.53614926850195, -0.1072127669051428 51.53535022875758, -0.1072272172013838 51.534952192423425))",16.658,10.442,10.032,16.327,32.386,23.678,57.215,20.190912000000004,18.9560428,5
E01003314,Lewisham 024C,"POLYGON ((-0.0388712022647452 51.44175836634481, -0.0385155669715249 51.439683396326295, -0.0384625711184725 51.43941978693383, -0.0378394809193864 51.43939103075117, -0.03731616734888 51.43871575508822, -0.0355122799938462 51.43900178290438, -0.0353271323196331 51.43924804810357, -0.0347643601481723 51.43924185112297, -0.0340466735290739 51.43894722819156, -0.0337839083419486 51.43863790399959, -0.0352281082349453 51.43820763775444, -0.0358703151109116 51.43705851840407, -0.0363613769744254 51.436850704844346, -0.0373587011862516 51.43733820543586, -0.0378583262408551 51.437160133088824, -0.0382690549606382 51.43749490105079, -0.0387796533872759 51.43729607337215, -0.0401855316704127 51.436591213690754, -0.0409277309535825 51.43685506699485, -0.0415612670369769 51.43892789316709, -0.0416940643634925 51.439380944163666, -0.0417006942300541 51.43972986468182, -0.0409488061751094 51.43975077124685, -0.0412989064461759 51.441698393691176, -0.0406453172077344 51.44165728159069, -0.0388712022647452 51.44175836634481))",16.1,12.823,4.098,10.58,19.164,24.127,49.182,17.089194000000003,16.8901063,5
E01003863,Richmond upon Thames 004E,"POLYGON ((-0.2837546016058413 51.46525459744949, -0.2834923444709031 51.46380297913562, -0.2843690821891017 51.464030361287605, -0.2844072239556721 51.4632716445836, -0.2867917091620802 51.46221909346813, -0.2865230176340138 51.46187843697905, -0.2882928718748773 51.46174327948633, -0.2902677171292656 51.46186979650219, -0.2916163334019987 51.46207692847015, -0.29347104089301 51.46224743915795, -0.2940672145569649 51.462612906724274, -0.2935866567261642 51.46281700155618, -0.2943743385659009 51.46401445338793, -0.292884253585423 51.46441032115367, -0.2919532367741486 51.4645445973734, -0.2918362396393385 51.463960805301255, -0.2907459739705847 51.46398073330009, -0.2909810232778801 51.46467124267805, -0.2904028433354742 51.4647526299689, -0.2885876396862588 51.465044938784345, -0.284809980848917 51.46561080835296, -0.2839099479106264 51.465745258320446, -0.2837546016058413 51.46525459744949))",22.836,23.031,0.556,5.679,26.892,10.448,43.66,18.6948,17.869271899999998,5
E01000664,Bromley 026D,"POLYGON ((0.055780684549989 51.38842546473344, 0.0575055939652421 51.38813464247289, 0.058313392326263 51.38889025584368, 0.0594749834134658 51.38899236214777, 0.0597390927494336 51.3877710585751, 0.0614700260208224 51.3869492375617, 0.0613237831083821 51.386652436399515, 0.0604195932426759 51.38663556251501, 0.058484141196325 51.387568489887805, 0.0580979454486333 51.386566638285224, 0.0572867202136917 51.386593017695596, 0.0569873453824304 51.38617266662289, 0.0571368319249042 51.3857304052032, 0.0578676000514649 51.38597471493439, 0.0572180919491553 51.38385027681283, 0.0581178547266836 51.38305606439241, 0.0570174623974986 51.38316953740329, 0.0565529663462474 51.38357195078302, 0.0560375064210152 51.38324952815436, 0.0564712509180487 51.38280932879124, 0.0579775857397549 51.38241785477289, 0.0582320914970995 51.381964735776776, 0.0574011186142994 51.38171208033775, 0.0570706915721053 51.381142056918954, 0.0582220323511142 51.380897785182995, 0.0568730153653734 51.37844531225527, 0.0570555172409491 51.37716749525553, 0.0562798854735643 51.37649343212534, 0.057157449801149 51.375855561453925, 0.0556352283060031 51.375887480365755, 0.0537195888332659 51.37591615113557, 0.054329284409786 51.37494968363909, 0.0542621668656067 51.37396014567299, 0.0528959722918826 51.373179992615896, 0.0506792616661156 51.37464634604009, 0.0489215226414065 51.375330078529856, 0.0490972443111163 51.37576228033515, 0.0497459012398226 51.37589588038893, 0.0501023241529611 51.37676989753547, 0.049621368732168 51.377292735241014, 0.0487023314559905 51.3771598432948, 0.0476811146676496 51.37655034301771, 0.0482911350266156 51.3761746201148, 0.0480455792941226 51.37532763461925, 0.0476249022207109 51.375319682469865, 0.045566474369472 51.37533878206222, 0.0451428957248523 51.375582628346656, 0.0444076858958675 51.37542456884185, 0.0441864832398032 51.37581310087835, 0.0460156727727742 51.37652873101934, 0.0459460341794483 51.37724822933558, 0.0454554990632954 51.377062890034274, 0.0447946692411188 51.377542606483026, 0.0453673099800112 51.377961841606634, 0.0460042000739934 51.37802349979892, 0.0466763110770041 51.37708069609503, 0.047699082727324 51.377103327165344, 0.0474837247459272 51.37742466715149, 0.0489912653344486 51.38004912417367, 0.0500794776839612 51.381256207178346, 0.0498787445687002 51.38166882529932, 0.0515505071136728 51.3817545901596, 0.0519351094692737 51.38359440556527, 0.0520161831277188 51.38564835153625, 0.0545267052216088 51.38721430861319, 0.0535485232637575 51.38714236553059, 0.0521971045585028 51.387534700724345, 0.0533285314236576 51.38872891937999, 0.0535316409505643 51.390158730019614, 0.0541225898305495 51.39016331690505, 0.0541107871923059 51.38932760609485, 0.055780684549989 51.38842546473344))",15.721,13.692,15.187,7.844,26.827,63.883,9.161,19.015113,18.2291813,5
E01002443,Hillingdon 032A,"POLYGON ((-0.4140098287937288 51.48609830126825, -0.4151402478960805 51.484898117929305, -0.4162115641919154 51.48302758011469, -0.4168465848857337 51.482384413559785, -0.4164796301100893 51.48211776650741, -0.4167348074915265 51.48122715651119, -0.4167454269760142 51.48043389479983, -0.4153664580511072 51.477876115011526, -0.4149517727556512 51.47605347922349, -0.4156616833656611 51.47494626882682, -0.4157753931254885 51.47390676096794, -0.4147493221564704 51.47339085592338, -0.411224667365692 51.469977740378084, -0.411190742850641 51.46987420220992, -0.4196807692452139 51.46730234298593, -0.4204002977215197 51.46675140554355, -0.4220360852504277 51.46657577077501, -0.4228534393055035 51.46777458357927, -0.4215058737737256 51.469276145149614, -0.4215128206348491 51.469492053185505, -0.4221464047893018 51.46947421499863, -0.4220246667100485 51.476218377200794, -0.426378748614626 51.47620273552468, -0.4264390077803269 51.478217809441105, -0.4267841798451393 51.47906771237894, -0.4275362503896825 51.479392528003466, -0.4392109478169581 51.4795215045795, -0.4391496357833466 51.4804738749431, -0.4404487957273076 51.48051653514892, -0.4405398977927803 51.480938772178334, -0.4359116881931998 51.480779417573665, -0.4325476567693442 51.480655586584554, -0.4322193897716611 51.48182918256971, -0.4309827863187443 51.48180966796451, -0.4305712967117626 51.483949936028694, -0.4293777841626692 51.48466283309247, -0.4311439252112982 51.48525997997322, -0.4317139984817837 51.485195343044985, -0.4305976308262051 51.488069534319855, -0.4297437335227104 51.490356555932216, -0.4286565331663454 51.493631847851915, -0.4277539077350022 51.49356652625562, -0.4252378519077595 51.4933843806266, -0.4236786812780782 51.49327453818959, -0.4193759826634804 51.49297526030854, -0.4174006666534401 51.492835284184004, -0.4129133857840229 51.492517028794694, -0.4118903465183996 51.49244554909134, -0.4119048845880522 51.49236295431618, -0.4119471954986612 51.49212323637036, -0.4126390756920624 51.488580025317546, -0.4133652284379077 51.487254223136944, -0.4139282049233408 51.487231210607284, -0.4145369680746118 51.48652427006933, -0.4146097623212739 51.48620322354384, -0.4140098287937288 51.48609830126825))",10.401,3.588,15.328,3.678,41.353,81.23,29.973,19.901043,17.7147905,5
E01002232,Harrow 011A,"POLYGON ((-0.3398590396477785 51.60438157627879, -0.3396222120897803 51.60411285003029, -0.3390384182192873 51.60426982209302, -0.338379991921612 51.60353632893735, -0.3378268128348673 51.602704716013186, -0.3385387098206871 51.602565731170024, -0.3384592004649488 51.60194391251394, -0.3385676748536615 51.60094603144698, -0.3377073601826109 51.60012186761285, -0.3384418429457634 51.599573816845705, -0.3394249677367992 51.60002545873013, -0.3401911754162912 51.59998721626325, -0.3410833440684852 51.599273099297335, -0.3412129372073429 51.59967918258432, -0.3416847818366154 51.59967942908277, -0.3437719796244936 51.599680482038316, -0.3436903469444267 51.600640754356455, -0.3426535720062621 51.60096322786987, -0.3432760400435438 51.60132355447291, -0.3458261218828134 51.60050065857624, -0.345171642634696 51.60107116743136, -0.3454439702251693 51.60132466460972, -0.3462354893962228 51.601214559289616, -0.3453007035075724 51.602419805515275, -0.3463490748787849 51.60357716739922, -0.3448461738037801 51.603820220617784, -0.3449836135577978 51.60417776227599, -0.344401846368879 51.604228691042856, -0.3436116569982156 51.60291493960627, -0.34250691384574 51.603350923092485, -0.3427701010584565 51.60388082422262, -0.3407632106537243 51.60393496846844, -0.3407841951576978 51.60434887751044, -0.3398590396477785 51.60438157627879))",26.414,16.777,7.975,9.33,22.773,41.707,17.722,19.698936,19.4001857,5
E01004366,Waltham Forest 019C,"POLYGON ((0.0068536089051998 51.574974096288635, 0.0053485656768331 51.57425072590178, 0.00493861722112 51.574593991441624, 0.0008916193532862 51.57268747035117, 0.0011887735306437 51.57225744873499, 0.000271629156609 51.57236202375441, 0.0000520872163449 51.57285015214042, -0.0003443390603279 51.5731328822874, -0.0020862446112498 51.57198769049157, -0.0023023227146684 51.57226801752971, -0.0022802453233488 51.5722916698603, -0.0017706286894418 51.57257961296788, -0.0019222184326288 51.57289440814468, -0.0011277374897207 51.57325397937386, -0.0027920495520528 51.5742298861908, -0.004537563322139 51.573525779103015, -0.0053526668743149 51.57432700159612, -0.0057159432164517 51.5746998039436, -0.0035127921661366 51.57548298447618, -0.0026048364140257 51.574770220509855, -0.0018236654975485 51.57501588018119, -0.0014809184678231 51.57477188338154, 0.0012168580599302 51.57579996135567, 0.0008637786118797 51.57608325999812, 0.0032352567144153 51.577170505381424, 0.0061310623066195 51.577840126017755, 0.0070107783848066 51.57860986650488, 0.0109858390466386 51.577312441465494, 0.0079820224881858 51.57596103659517, 0.0082524995971427 51.57560917654528, 0.006546988804416 51.575193615604576, 0.0068536089051998 51.574974096288635))",16.167,12.031,10.922,11.942,23.759,34.547,50.528,19.552752,19.1369944,5
E01000996,Croydon 009C,"POLYGON ((-0.1064731212718304 51.40070978454583, -0.1074874601038125 51.399629223464665, -0.109935565116979 51.39862232795002, -0.1091142108490476 51.398233874254316, -0.1087008383188041 51.39774788294087, -0.1098668584785186 51.396941149347995, -0.1107140654682161 51.398080590489464, -0.1110752399895586 51.39792784499468, -0.1116723024853757 51.398508873305474, -0.1121254706257961 51.399065557108685, -0.1116418528382622 51.399279632303504, -0.1108246556792677 51.399655646098694, -0.1112085473864591 51.399833613124805, -0.1119541524140745 51.39951655932617, -0.112274015371205 51.399715469312255, -0.1123883403246249 51.400068053094984, -0.1111977874353346 51.40054253176117, -0.1114372762695083 51.40073999553857, -0.1100855557393829 51.40123446404537, -0.1079857031409593 51.40168145376368, -0.1064731212718304 51.40070978454583))",20.724,16.8,9.748,18.369,23.572,30.283,29.004,19.944582000000004,19.5894884,5
E01003724,Redbridge 003B,"POLYGON ((0.0996677964153202 51.61331968078117, 0.1001276667810246 51.612740409934155, 0.1033870849049819 51.61345161865143, 0.1038111249151189 51.61254985946755, 0.1072575911257847 51.61334075435213, 0.1075232187589571 51.61295408406834, 0.1071850429956924 51.612549703149185, 0.10481571852604 51.61181837861334, 0.1038727416693769 51.61164777910347, 0.1024633571289446 51.61193317399164, 0.1012502558897523 51.61216027263177, 0.1000064451587787 51.61198580095621, 0.0986797489390904 51.611242015687054, 0.0987017645506492 51.61121360087136, 0.0978188019849458 51.61091913887091, 0.0979559667999381 51.610629299513754, 0.0967336951161912 51.61061324590014, 0.0968604181680134 51.610409789089154, 0.0960460225395408 51.610407033942884, 0.0939067063022662 51.613344048418085, 0.0932578237273535 51.61326952688861, 0.0927850320863387 51.61370744713271, 0.095237214250593 51.614526607078005, 0.0980379798112765 51.615425887388014, 0.0996677964153202 51.61331968078117))",17.843,15.651,17.962,5.911,25.657,40.281,14.568,18.246063000000003,17.5011446,5
E01002352,Havering 016D,"POLYGON ((0.1998856737476444 51.57431994748307, 0.2004629025571282 51.572885572364704, 0.2008840779099512 51.57221021373507, 0.199184922055122 51.57176225260739, 0.1993134221186623 51.5713973239391, 0.1969004949633065 51.57104804094043, 0.1963082675302255 51.57093830986346, 0.1951238226161678 51.57174713497295, 0.1948667384716551 51.572027386580054, 0.1925062512164976 51.57128335234972, 0.1917425047991572 51.57226376845829, 0.1945469187394468 51.57303507336156, 0.1956623470074592 51.573481697734096, 0.1955273584699252 51.573723190742975, 0.1947040853437325 51.573707739088725, 0.1945435924884006 51.574065526839604, 0.1932789146921693 51.57383519003588, 0.1925796701408974 51.5745742244654, 0.1930315407902237 51.57480119390428, 0.193192781488076 51.57569070154032, 0.1938473321414687 51.57578949014235, 0.1934522213638678 51.57639600732152, 0.1939614750069905 51.57663715236375, 0.1937496129068103 51.57704135810617, 0.1954352218834237 51.577540956298286, 0.1966776243596017 51.577272593731514, 0.197958167047504 51.57674746809575, 0.2005164235594172 51.574951198207735, 0.2014877019018647 51.574339926022304, 0.1998856737476444 51.57431994748307))",21.256,21.881,12.326,18.017,14.675,12.294,17.461,17.934120000000004,18.2848871,5
E01002170,Harrow 033A,"POLYGON ((-0.3034631883334206 51.59358201152251, -0.3028804948841164 51.59128750540814, -0.3022297801811136 51.590932200014514, -0.3002806175848353 51.59098858827113, -0.3007013421411544 51.59065262510167, -0.3011784668440021 51.59069346855317, -0.3012475012605809 51.590463196780895, -0.3043535215942887 51.59044878832601, -0.3045723004331989 51.589899754619104, -0.3051015205355496 51.59022994888308, -0.3061555191382455 51.59020733411924, -0.3077354642059548 51.5900410451052, -0.3078694989767276 51.59039198339843, -0.3088042927285761 51.59026889169436, -0.310618938341868 51.59247892688407, -0.3109502163850409 51.59295347448892, -0.3102041317693417 51.59312650952547, -0.3098464277283408 51.592657370249775, -0.3062996548133846 51.59342262011072, -0.3064448201143188 51.59367958998908, -0.3058012035949653 51.59387221287593, -0.3040518688677902 51.593238060005646, -0.3041509183123113 51.59378163173907, -0.3030753720663862 51.59391840629275, -0.3034631883334206 51.59358201152251))",17.741,12.363,16.644,3.293,9.19,48.043,18.334,16.492626,17.2557164,5
E01003756,Redbridge 023C,"POLYGON ((0.0934413135816997 51.569494494518885, 0.093319340714053 51.56912775354535, 0.0905305855195231 51.56937980264237, 0.0904428419736995 51.56868827062113, 0.0898958041164707 51.56864526461299, 0.0899011818943662 51.56836829218261, 0.0890787959784769 51.568394826272915, 0.0892009245658709 51.5676922002906, 0.0886594164220573 51.56772673320543, 0.0886959245635345 51.566841497088426, 0.0873329135887014 51.566878532492915, 0.087416480860388 51.56717225848833, 0.0866687147250798 51.56754602363457, 0.08663440997732 51.56656554699269, 0.0858989020919869 51.566464022386015, 0.085720545920402 51.56562266969076, 0.086338173721353 51.56565055495416, 0.0865705112713955 51.56535433991343, 0.0857845892992036 51.56518272280454, 0.0839477568694203 51.564809036414864, 0.0844695034657358 51.56549015632064, 0.0842447905727969 51.56605214605583, 0.0825641692377126 51.5663183805255, 0.0794629840588845 51.5670857065284, 0.0814749264730161 51.56832771392954, 0.0815009912914522 51.56880544744281, 0.0821923775801416 51.568678486869025, 0.0838163972732182 51.568865479840774, 0.0836938933995005 51.570288502632, 0.0883357245883746 51.57035320462374, 0.0884883402715521 51.57036512829938, 0.0892456768167536 51.57038226544827, 0.090484690444968 51.57041194952854, 0.0904084893277605 51.56971475335258, 0.0934413135816997 51.569494494518885))",21.702,14.863,8.069,5.884,16.075,24.131,32.454,16.868160000000003,16.9637075,5
E01002666,Hounslow 021E,"POLYGON ((-0.3864956339497624 51.467156715245515, -0.3871168931574359 51.4668567002926, -0.3869489972802846 51.46641243672263, -0.3877360608840279 51.46622773263524, -0.387793062834949 51.46570838322668, -0.3885106799672731 51.46568336672992, -0.3888652092589132 51.46484133392134, -0.3892954085212008 51.463645107231606, -0.3883954475998216 51.4635481594153, -0.3890620672508406 51.46331999483759, -0.3886661575360428 51.46273820149711, -0.393111435433832 51.46130756143412, -0.3950634216103779 51.463949322179595, -0.3953252337222439 51.46433415221835, -0.3954530453082061 51.464522077961426, -0.3926647519886558 51.46533093736382, -0.3937550901658628 51.4675432377411, -0.3902884476002761 51.467198332461074, -0.3909229081160948 51.46851923356104, -0.3890220851679413 51.46896337773731, -0.3872884153123372 51.46737420184409, -0.3864956339497624 51.467156715245515))",19.289,14.861,9.876,10.46,14.436,39.318,25.445,17.794617000000002,18.1541928,5
E01002873,Kensington and Chelsea 007C,"POLYGON ((-0.2159423310011781 51.50473241167285, -0.2170403517185727 51.504500324312076, -0.217917063161344 51.50610208981581, -0.2172564119384248 51.506241962578315, -0.2159431429118742 51.50639134799852, -0.2161565699779366 51.507464180944694, -0.2152056111292882 51.50764842846871, -0.2156281056294265 51.50866487761621, -0.2148285227211398 51.50885227934873, -0.2127449898701464 51.509251528903164, -0.2124965470700654 51.50897178310282, -0.2132388667654477 51.508808523841715, -0.2131556566984004 51.50806679238943, -0.2123668547899437 51.50788155128469, -0.211901700991654 51.507200765519926, -0.2120773021870289 51.507018153409724, -0.2109884220600893 51.50625752414786, -0.2106545282323742 51.505872203384854, -0.2120416534602532 51.50559681409192, -0.2128645428869908 51.50542686330138, -0.2152000848881712 51.50491566105048, -0.2159423310011781 51.50473241167285))",14.418,12.499,3.666,1.965,47.557,43.335,49.164,19.841718,17.0129075,5
E01001500,Enfield 035D,"POLYGON ((-0.0998577546692918 51.617044781061395, -0.100592095643983 51.61640921199132, -0.0988527989269521 51.61655679453559, -0.098964237191983 51.61536291403527, -0.1010911111276831 51.61466282094929, -0.1023698567271339 51.61423553404139, -0.1081988462054819 51.61237798054929, -0.1084711799500004 51.61327083706422, -0.1095862581991987 51.61361767043903, -0.1092008060157316 51.61430903004808, -0.1064956647168611 51.61439800922747, -0.1045750924989877 51.614072619685594, -0.1034828218887928 51.61463425957758, -0.105261417380685 51.61458727476466, -0.1065320352995242 51.61498142073917, -0.1070151613761482 51.61513712882793, -0.1063202877642491 51.615521586917495, -0.1070731328819268 51.615629948216224, -0.107302542133666 51.61664513089568, -0.1078432822354726 51.61700742956426, -0.1072455125791084 51.617793647164014, -0.1077147798257879 51.61829128048834, -0.106380543998609 51.61823826481965, -0.1063513845070549 51.617203668163135, -0.1042208795669159 51.616555638501694, -0.1025639892046837 51.61833947143389, -0.1004474599392046 51.61722944334557, -0.0998577546692918 51.617044781061395))",19.751,12.212,8.487,5.471,34.932,46.547,34.126,19.82727,18.2932047,5
E01001408,Enfield 004A,"POLYGON ((-0.0830324234559867 51.667124023008434, -0.082498306634656 51.66656789292804, -0.0824959702858667 51.66629993628446, -0.0835348488914642 51.666254523808774, -0.0834519797444492 51.66599468591177, -0.083195260479064 51.66566100670343, -0.0824435198306367 51.665878749744905, -0.0829930276475429 51.66495882797503, -0.082651718243433 51.6643194648754, -0.0854389627330502 51.66426161760858, -0.0853191200838111 51.6639861519517, -0.0832457860820413 51.66400277595248, -0.0833093061573292 51.6637212006278, -0.0829107071947427 51.66371224819247, -0.0830601204550136 51.6626255946407, -0.0851849294275038 51.662919942370436, -0.0856013532975494 51.66291236198748, -0.0863339138439757 51.66287443049014, -0.0864724447181612 51.6638029193467, -0.0881678665991683 51.66378987915828, -0.0891373265986447 51.663833597544965, -0.0890685607060401 51.66387127160022, -0.0881807615992229 51.664934133108495, -0.0888671073877284 51.665283138762035, -0.0886923033360117 51.665720343866795, -0.0893234187320103 51.665934776415796, -0.0886334754333639 51.66620380468307, -0.0874859191268012 51.66642840965396, -0.087143049127082 51.66613091530019, -0.0866756847515608 51.666496358602565, -0.0860830958473458 51.66616667314662, -0.0852096174341372 51.66631682349197, -0.0852413923932538 51.66691413757619, -0.0839367349142434 51.66703913682429, -0.0837302999607002 51.6668106896413, -0.0834303896028061 51.66701950788135, -0.0830324234559867 51.667124023008434))",17.305,12.822,7.438,6.39,11.747,23.342,51.287,16.678323,17.1978415,5
E01003704,Redbridge 006G,"POLYGON ((0.084899550060279 51.60388313166353, 0.085103236536533 51.60325890268707, 0.0855164601353432 51.603353015716095, 0.085883934780065 51.60263198227182, 0.0864495194210879 51.60266309717383, 0.0862541368458715 51.60312275025606, 0.0871182380732545 51.60335227491812, 0.0876322637869837 51.602850091876974, 0.0883913799527863 51.60308210407988, 0.0885751579977456 51.60288549142652, 0.0906090669675509 51.60334695069004, 0.0918280342953141 51.60129876837473, 0.0929091978797789 51.60157193454803, 0.0920133633646092 51.598712859025596, 0.0890886875883781 51.598281781175146, 0.0880375229878243 51.5987119838337, 0.0869572877428044 51.59923890642522, 0.0837909099119973 51.599363910215786, 0.08390247591832 51.60063031737301, 0.081567935834658 51.60018885934176, 0.0815349936698754 51.60051524767055, 0.0815497586902301 51.60088640958413, 0.0834431894451681 51.601305646267235, 0.0833589519483043 51.601621596997795, 0.0838388994878628 51.601768352438704, 0.0833450352091229 51.602105613168185, 0.0835257973741451 51.60251746043181, 0.0841941831454945 51.602671255511325, 0.0842739184998112 51.6032014855273, 0.0830982775084872 51.603401779573076, 0.0830836450180261 51.60383866875669, 0.0832148789798086 51.604156828708625, 0.0840012819174851 51.60419444029444, 0.084899550060279 51.60388313166353))",21.369,20.269,13.976,11.172,17.645,22.278,24.276,18.734037,18.8622078,5
E01003076,Lambeth 014C,"POLYGON ((-0.0929171507949557 51.470660979332465, -0.092301469144205 51.46913929441361, -0.0911455025249663 51.46761362142565, -0.0900709732169533 51.46608546802901, -0.090350678985553 51.464672740755645, -0.0919730466915345 51.4646015044441, -0.0929954995021382 51.46424943325435, -0.0943971096111204 51.46305144713302, -0.0955619184960827 51.46327090990448, -0.0960674388153318 51.462756756848314, -0.0975841371933122 51.46295714794925, -0.0959081918071892 51.464485619877266, -0.095998525664929 51.46515639902205, -0.096381250624845 51.46509490846013, -0.0965545206115981 51.465333211535835, -0.0977402478301816 51.46498484691348, -0.0982994338289867 51.46514492266818, -0.0993684173602798 51.466097489739944, -0.0995086080583251 51.46681116837266, -0.098938711493 51.46725909568456, -0.0986118045116962 51.467569633223526, -0.0989910370432901 51.467832971693525, -0.0984659515739522 51.468411944312585, -0.099235257110771 51.46895498324489, -0.0998036610824352 51.469421570219424, -0.1001823291395012 51.46972571295118, -0.0991617315493806 51.47017667888443, -0.0986039746550442 51.470399041847266, -0.0976001444684584 51.469609231348606, -0.0972110230132135 51.469403118882894, -0.0972095967651511 51.47000391043663, -0.0964656337563085 51.469687577924375, -0.0960325195426587 51.46990503696225, -0.0940999597417777 51.47074736054184, -0.0939145633019548 51.47110315214524, -0.0936242511126885 51.471767096244356, -0.0930235927778727 51.47201404052824, -0.0930203990609686 51.47196873772974, -0.0929171507949557 51.470660979332465))",22.069,15.8,5.915,15.194,16.684,29.215,31.148,18.535611,18.7413575,5
