LSOA11CD,LSOA11NM,geometry,Income Score - exponentially transformed,Employment Score - exponentially transformed,Education Score - exponentially transformed,Health Score - exponentially transformed,Crime Score - exponentially transformed,Barriers Score - exponentially transformed,Living Environment Score - exponentially transformed,IMD,IMD_minus_crime,IMD Group
E01000952,Camden 022A,"POLYGON ((-0.1349572618139203 51.53530840168988, -0.1343608875645067 51.534485782370204, -0.1336892714931624 51.534758389522295, -0.1330485800717049 51.535178898834644, -0.1318564600738793 51.53462252042886, -0.131639157329361 51.53449884810221, -0.1318521312367791 51.53433135569006, -0.1312310691692163 51.5338400057262, -0.1324169886516848 51.53352982089692, -0.1314430503209429 51.53252810501539, -0.1328625367391398 51.53230280225913, -0.1336364856562646 51.53303987699428, -0.1345344138914242 51.53268544072839, -0.1351875284516206 51.53262688863001, -0.1357580961364615 51.53300880390099, -0.136527487050228 51.532589668035016, -0.1368555129815004 51.532444218336835, -0.1375255610650196 51.53287211878722, -0.1361987765553371 51.533595839540176, -0.1355206710841004 51.534412830862976, -0.135486581345037 51.535222017134735, -0.1373858860727106 51.53474607450642, -0.137716323140825 51.53508873649808, -0.136915049728956 51.53515825878293, -0.136742451325396 51.53547294304715, -0.1350499150656873 51.535626679846544, -0.1349572618139203 51.53530840168988))",41.74,37.689,21.692,23.435,48.403,21.824,31.113,33.38829,31.8774799,1
E01001318,Ealing 003D,"POLYGON ((-0.3666966637303827 51.5550863853047, -0.3669397564356902 51.55377680794786, -0.3660442882443538 51.5542739122581, -0.3651357596781231 51.55383640267282, -0.3648816354130415 51.55374692320462, -0.3631808239101278 51.55330956844933, -0.3623939091981437 51.553532386195144, -0.3620595084165067 51.552946875851376, -0.3639500561688225 51.552658298867044, -0.3641442910419392 51.5521202873374, -0.3634538311490519 51.55214803092109, -0.3636314377004821 51.5517491405618, -0.3629994487398736 51.551268809552774, -0.3642279944701853 51.55080970639069, -0.3633597193068885 51.54977939225534, -0.3647017834606408 51.549192496612804, -0.3645473980338451 51.5488019800717, -0.3653303713897518 51.54845595388414, -0.3676955372450472 51.549306983371956, -0.3669202833417117 51.549584944788194, -0.3668980108651588 51.55060974683464, -0.3676968900405103 51.54996274117259, -0.3684659406030026 51.55028036830005, -0.3693616279404379 51.54971002521091, -0.3703731910817726 51.5499943575599, -0.3700124350532766 51.550389895515195, -0.3703422240214616 51.550584095011615, -0.3697701925907966 51.55076923846973, -0.3704210313030272 51.55117229965788, -0.3703179761751395 51.55216841866025, -0.3699166937959092 51.552786049375044, -0.3706331274594778 51.55433219183456, -0.3696001685316999 51.55462540404649, -0.3666966637303827 51.5550863853047))",45.344,33.109,23.351,22.249,40.542,70.658,20.031,36.012408,35.5789713,1
E01002807,Islington 001E,"POLYGON ((-0.1230707129826872 51.568197500156785, -0.1238187035178468 51.566971543537804, -0.1225659160879955 51.56706783195363, -0.1216850836966168 51.5672245289767, -0.1212807707127109 51.567004215664376, -0.121142931103985 51.56670423247818, -0.1208061581402954 51.56619158406473, -0.1210062872708732 51.565939565101665, -0.1200913154190218 51.5650346562908, -0.119519102604265 51.56525939009924, -0.1190109803192447 51.56483793425457, -0.1196893019341243 51.564698398345996, -0.1192023420301886 51.56391525490106, -0.1208499435056045 51.56512962865994, -0.1213412619242558 51.5647417829694, -0.1219787789776441 51.5649634370108, -0.1223411540804743 51.56465755783986, -0.122058494888728 51.56432158133143, -0.1227348427768571 51.56390796017287, -0.1229646942668063 51.56409335690945, -0.1240219877277595 51.56494522410996, -0.1241870377345514 51.56508221905071, -0.1249016374338202 51.565649985855266, -0.1247793312215918 51.566348768118424, -0.1263617255440347 51.566087393746685, -0.1244372279494654 51.56751409053365, -0.1231635478060576 51.56826697698671, -0.1230707129826872 51.568197500156785))",42.465,33.766,14.861,31.183,28.126,35.527,24.578,31.573398,31.955486300000004,1
E01000081,Barking and Dagenham 007D,"POLYGON ((0.1362940070670222 51.55254851524629, 0.1386927934498927 51.55188536555952, 0.1413218684406787 51.550934347832175, 0.1427712483512268 51.550961767247465, 0.142887728431755 51.54945606022424, 0.14310691444421 51.548636615167155, 0.1423560834580972 51.54905688574074, 0.1404247588458024 51.549152950530306, 0.1401675708960174 51.548970520687746, 0.1408778374986478 51.548646526159125, 0.1405071113675672 51.54805060252793, 0.1387312258545686 51.5480187313435, 0.1383823689951897 51.54876996509021, 0.1370786796931952 51.54836726604722, 0.1365345077256727 51.54786528120021, 0.1359558417117138 51.548042159011715, 0.1364304146356152 51.54838836381239, 0.1362986570210308 51.54960575355678, 0.1362599184859426 51.54968374313192, 0.1354435880698313 51.549727823807764, 0.1346608739275516 51.549967446949246, 0.1345519594175184 51.550898636396916, 0.1350445513319471 51.551586406995575, 0.134595935365869 51.552090613458574, 0.1353803822939948 51.55213729910675, 0.1358475425706588 51.55249163583986, 0.1362793041122208 51.552272281519215, 0.136241074613932 51.552548364056115, 0.1362940070670222 51.55254851524629))",27.932,26.399,31.038,21.383,19.793,68.265,33.521,30.608157,31.7443599,1
E01033726,Greenwich 034E,"POLYGON ((0.0289709256567265 51.467786735260276, 0.0299264780607257 51.465921783204635, 0.0304687514444147 51.464190464515376, 0.0299745656539344 51.462787156646144, 0.0297515765647226 51.462952887733834, 0.0295965583100632 51.46270377384181, 0.0297760986968696 51.461935892411255, 0.0298510949831608 51.46223029444771, 0.030291822032339 51.461744075622626, 0.0337175827060582 51.460195309863096, 0.0336280797593329 51.46012492026316, 0.0344863244064278 51.45991078440345, 0.0367528299197876 51.45907781344432, 0.0393293259044066 51.45820034094824, 0.0385813073516464 51.45746872098864, 0.036928401934701 51.4563714838586, 0.0361124292194969 51.45578323222815, 0.0365614907141929 51.45552364210923, 0.0360441295379559 51.45524791729649, 0.037418262224486 51.45440037357478, 0.0364020770492536 51.45382575653543, 0.0360567625513426 51.45406714139627, 0.034298495514356 51.453612200764695, 0.0344457017070177 51.45293729052519, 0.0298490263932543 51.45292852525634, 0.028460081575767 51.45309992434194, 0.0261560144528622 51.453472730265744, 0.0263306071984164 51.45458138261295, 0.0266177755420975 51.4567816917989, 0.0264589378345765 51.45812631364892, 0.0264084092232171 51.45844735708103, 0.02627032113718 51.45939940853017, 0.022643116539988 51.4590415100433, 0.022343205254141 51.45959509067131, 0.0212498825319949 51.46168899279635, 0.0209644821442901 51.46220909997812, 0.0213016257336956 51.46380772312277, 0.021431175386668 51.46442066655432, 0.0217224507525868 51.464511785438816, 0.0263854884815314 51.46704909941811, 0.0266615243114931 51.46687400481802, 0.0273045246934416 51.466452673177905, 0.0278515120260006 51.46651065877647, 0.0284260854943331 51.467028621427474, 0.0280526796658092 51.467658532374294, 0.028950800847296 51.46782186759148, 0.0289709256567265 51.467786735260276))",39.041,31.863,24.602,18.217,47.361,38.928,40.776,33.551010000000005,32.1631246,1
E01004321,Tower Hamlets 021C,"POLYGON ((-0.0626175733191346 51.517705573411206, -0.062404327991229 51.51686730442933, -0.0608995232849216 51.517004302064905, -0.0609968116779505 51.517428562402706, -0.0592639854161398 51.51759144487054, -0.0592120442880571 51.516733833768676, -0.0591399507222476 51.516344223538894, -0.0597952633755385 51.51627223497567, -0.0595878213932826 51.515369651345736, -0.0605096233102008 51.515325232365285, -0.0603114844378795 51.51468890377257, -0.0619039749815604 51.51474030119606, -0.0623351356077898 51.51476189423757, -0.0624505323165783 51.51408036332272, -0.0619104812356243 51.513206415455514, -0.0635044425851562 51.51309620979774, -0.0628154886732297 51.51327480997011, -0.0636788427559584 51.513400071415795, -0.0636890200360183 51.51393903980857, -0.0641979372952122 51.513997826158224, -0.0642137908765048 51.513623878966015, -0.0647224520660854 51.5135883265141, -0.0648312128394279 51.51419282273629, -0.0654915374192488 51.51395838008888, -0.065575336694065 51.51482437304725, -0.0651432584588498 51.514817245881744, -0.0635153842344064 51.5147993722468, -0.0630571028355508 51.51480552744985, -0.0632301063918655 51.5157193252272, -0.0633564259496104 51.5150719120077, -0.0637266633844575 51.51506131659514, -0.0644160542990942 51.51594866413491, -0.0641185569679738 51.51616276874497, -0.0630290625165024 51.516003624304446, -0.0630849388794932 51.51625340810111, -0.0635591745783456 51.51716514716125, -0.0628113542206048 51.5172492616993, -0.0626175733191346 51.517705573411206))",49.347,31.946,12.347,19.818,42.916,41.32,35.64,33.781668,32.8737329,1
E01001128,Croydon 025B,"POLYGON ((-0.0253007420095061 51.37384850984951, -0.0249401813453977 51.3718363910757, -0.0236580383054459 51.371883239185635, -0.0236748741951701 51.3699608453673, -0.0231955150653373 51.367255830927284, -0.0264091898507427 51.36685863110032, -0.0264946515089601 51.36746917394921, -0.0271469924711675 51.36758970378355, -0.0268346756583569 51.36792868943799, -0.0272883212030706 51.3689416839747, -0.0284169460407097 51.36920673737983, -0.0282480686148002 51.36879023357648, -0.029014335544591 51.36855373032955, -0.028290226317904 51.36821654372363, -0.0284249849059557 51.36789312724971, -0.0293871623293472 51.368359750155854, -0.0305094699796097 51.36843514419706, -0.0305774002747842 51.3680392706168, -0.0300179230017969 51.36799173379656, -0.0296806121304156 51.36756464760204, -0.0302048774366673 51.36690803049212, -0.0310481317790148 51.36674156787162, -0.0304687798011222 51.36926823061839, -0.0299953225200111 51.36919981077512, -0.0298614439036191 51.36998586204154, -0.0284232059623736 51.370091467868065, -0.0284001673302648 51.370734463403274, -0.0280211348612435 51.370760673659404, -0.0284113382046634 51.3727526608211, -0.0267897393675091 51.372830655558126, -0.0257969117559124 51.37363842744031, -0.0259240236939102 51.37396520169227, -0.0253007420095061 51.37384850984951))",47.904,36.061,34.618,19.404,30.81,49.246,13.187,34.856694,35.303413299999995,1
E01000527,Brent 025E,"POLYGON ((-0.2476482593470865 51.5458130330936, -0.2474645552490864 51.545639110954816, -0.2470195916186227 51.54584210199203, -0.2458982378592898 51.54474898562762, -0.2463552544147762 51.544570323445605, -0.2467238072918497 51.544331185896255, -0.2461608492602832 51.54369300180676, -0.2477257616197617 51.54360301837496, -0.2475328833457555 51.54329836338328, -0.2475453838469107 51.54304279880095, -0.2476268325887432 51.542989557731474, -0.2484847489603523 51.542354901880714, -0.2482679264028212 51.542002321052564, -0.2483476600887504 51.5416789507629, -0.2483958552045284 51.541662782694615, -0.2495341061015176 51.54175408394198, -0.2520031461400284 51.540483805473315, -0.2522674118266375 51.540772979709644, -0.2514665656494475 51.54137425268628, -0.2511560178092627 51.54230219291093, -0.2516011242823684 51.54217196351469, -0.2520903653716748 51.542022301089844, -0.2521933417268341 51.54239163100688, -0.2528138905907372 51.54387030325363, -0.2524795973901019 51.54382067752126, -0.2520014779825656 51.54453505538197, -0.2515176988694889 51.54437897845438, -0.2513420835969221 51.54458030739505, -0.2509512043124008 51.544441700003325, -0.2501095674656293 51.543542118455676, -0.2496825959847516 51.54377467589641, -0.2493273204285356 51.54354100555956, -0.2485035717232042 51.5437437537892, -0.2486648283079649 51.544702451749956, -0.2481699047071939 51.54480563268787, -0.2493435058362459 51.5460314422325, -0.2494494556422411 51.546329698356416, -0.2488545519829189 51.54647803372828, -0.2493778092507411 51.546977039915646, -0.2490007512685575 51.547124202081676, -0.2484772977095133 51.5465616424136, -0.2476482593470865 51.5458130330936))",32.462,35.83,26.373,15.49,40.903,66.946,33.949,34.204419,33.5463176,1
E01003489,Newham 019B,"POLYGON ((0.0398349406255889 51.53294318736833, 0.0400928616520443 51.53261267153101, 0.0396698429401903 51.532666987989195, 0.038860011578032 51.53215327693456, 0.0390044102935495 51.53145890475162, 0.0383638564432232 51.530916690363, 0.0377162747661911 51.53086279915224, 0.0370313055360519 51.53231352795388, 0.0363385310890218 51.53347530860451, 0.0360613478516768 51.533841140845134, 0.0357519247182348 51.53446820301291, 0.0353879306391789 51.53540683660314, 0.0360824139928759 51.5355535857809, 0.0377621065602747 51.53596072520129, 0.038099161682704 51.53604234124446, 0.0392325463972719 51.536297954443775, 0.0392196986226212 51.53546790953225, 0.0399988424630018 51.53528261034141, 0.040536678822053 51.533698229771126, 0.0396320385557574 51.533401449374374, 0.0398349406255889 51.53294318736833))",42.983,26.847,21.441,16.411,31.493,90.398,23.715,34.363128,34.68673079999999,1
E01003501,Newham 030B,"POLYGON ((0.0195147958760729 51.52447937576102, 0.0187284328382836 51.523937893426755, 0.0195803398306332 51.523942355233, 0.0197692845096584 51.5242123623745, 0.0206815013264036 51.52381280645239, 0.0203815541400493 51.52359982005151, 0.0198922823974184 51.52379024995272, 0.0181402050937681 51.52318228930322, 0.0181188628626317 51.52233149906152, 0.0177713778693723 51.52206982828793, 0.0186066688263256 51.521576468990645, 0.0193246171735527 51.52177417053812, 0.0196419653798705 51.5213760766908, 0.0199747635216133 51.521086842105056, 0.0190399283059124 51.520645786308485, 0.0168201255527143 51.519656572892394, 0.0164310487784566 51.51997072261252, 0.0175474565585542 51.52039292059025, 0.0161638786947282 51.52043550721785, 0.0161403143536663 51.52073388486157, 0.0155034229375266 51.52070696297035, 0.0123377536113478 51.520986487861556, 0.0122985367160106 51.52170663789098, 0.0113043511250031 51.52174628037866, 0.0119094922187521 51.52277742439152, 0.0122860905779514 51.52276429128102, 0.0148588639512082 51.5229124583814, 0.0159869410565432 51.52364845933504, 0.016886384376377 51.52377687907515, 0.0167159525654105 51.52440045742118, 0.0187822662335016 51.52449370381059, 0.0195147958760729 51.52447937576102))",38.6,33.4,23.933,17.894,45.459,87.804,21.965,36.282849,35.372122399999995,1
E01001710,Greenwich 005D,"POLYGON ((0.0527111418528291 51.49038943607099, 0.0545647267717491 51.48882005312056, 0.0554830466180901 51.4883558034512, 0.0563379854982811 51.48819540886054, 0.0551295891197624 51.48789906895636, 0.0554607555926926 51.48764049506945, 0.0551670746048546 51.48749591322246, 0.0543016372505792 51.48745555768343, 0.0528947920229952 51.48711929946901, 0.0528048917330316 51.48666095593834, 0.052116190670511 51.48667663548765, 0.0516725485788145 51.487553262909685, 0.0508810452154279 51.48746752383225, 0.0505244623757006 51.488191023702115, 0.050122123723922 51.48899586159397, 0.051662029746006 51.489244088025636, 0.0517356625230735 51.48868315250407, 0.0519399730827884 51.4889509161569, 0.0525494471608166 51.48886710164766, 0.0531903876815644 51.48893417125906, 0.0533304213471968 51.4892388492785, 0.0518175339473654 51.489588424983744, 0.0515254604191435 51.49079170509799, 0.0520351182840281 51.49079646498423, 0.0528399062146067 51.491807949466214, 0.0533336532682948 51.49180748774594, 0.0532783218017868 51.49155391632937, 0.0532248851203272 51.49147394409699, 0.0531238822033267 51.49132280860268, 0.0527111418528291 51.49038943607099))",48.33,42.342,27.019,25.685,15.362,37.388,11.714,33.511392,35.404618799999994,1
E01000016,Barking and Dagenham 009B,"POLYGON ((0.1563492488417857 51.5510190078672, 0.1564544152305986 51.54871352644104, 0.1566991777644889 51.5483470563756, 0.1557649312125649 51.54827977740713, 0.1544726032613326 51.547549084710035, 0.153803736708883 51.547897366390686, 0.153603880613437 51.54867576747735, 0.1525885737168836 51.54855416885336, 0.1523566694123919 51.54896152733161, 0.151642012492868 51.548990968736135, 0.1508216911083426 51.548343816968156, 0.1497323519552371 51.54774072661524, 0.1492129541773487 51.54740211390399, 0.148390118184144 51.547388445595665, 0.148478306650114 51.54630419396391, 0.1479260768338397 51.545914998849064, 0.1478280957886641 51.545924976384384, 0.1476873053201682 51.54780363581086, 0.1470154257201682 51.54820825553188, 0.1470618722879249 51.54897014898927, 0.1470302489720744 51.549279720869926, 0.147527184360037 51.549602819142265, 0.1489443639717591 51.55001898929014, 0.1492368412003142 51.54967190407323, 0.15025867664706 51.54961870868263, 0.1503197972849123 51.5509064927733, 0.1496812693836957 51.551278573607654, 0.1517696022042313 51.55131322712518, 0.1525811720141891 51.55133726778227, 0.1563492488417857 51.5510190078672))",35.397,27.904,29.073,25.239,29.748,68.373,22.994,32.83854,33.1843805,1
E01000955,Camden 022D,"POLYGON ((-0.133674695736642 51.53250471251039, -0.1332994861957575 51.53216263914983, -0.1328625367407887 51.53230280225886, -0.1328370722805791 51.532278189163264, -0.131613367824941 51.53103831610261, -0.13191544129007 51.530857072354536, -0.1318893421572966 51.5308272153034, -0.1309804394904343 51.52992045706418, -0.1309314830476868 51.529630981972154, -0.1313191894886193 51.52973453860816, -0.1306374308617553 51.52907800585171, -0.1313662823560811 51.52880343251717, -0.131861207554344 51.52903188353606, -0.1329989889193405 51.52973521697842, -0.1333519208809185 51.529646808190556, -0.13474040450016 51.53088834834815, -0.1351383920710992 51.53121989836644, -0.1352465498791917 51.53139287968135, -0.1348593654654785 51.53154373298923, -0.1349717236136678 51.5317000103455, -0.1348019407657873 51.53227245237199, -0.134001788003262 51.532103410620515, -0.1340596931567623 51.5324291493555, -0.133674695736642 51.53250471251039))",39.162,38.548,33.164,21.667,40.703,17.928,31.094,33.23136,32.494869200000004,1
E01001326,Ealing 008C,"POLYGON ((-0.3950053021701852 51.54800753370108, -0.3888669852184568 51.5465508043793, -0.3824476034384814 51.5445941908029, -0.3820449678966735 51.54446085108395, -0.3801621832396611 51.54379647134288, -0.3783770735760042 51.543166448418745, -0.3784575775318427 51.54272204202978, -0.3779463486303747 51.542499153465, -0.378557962919357 51.54241364773274, -0.3786336211744711 51.54211604399363, -0.3775668899451063 51.541450207864685, -0.3779006439220384 51.54095160940218, -0.3786762282274125 51.54118619072127, -0.3793891815744128 51.5417109166741, -0.3801709360128026 51.54133284403916, -0.3811003481157274 51.54199737313423, -0.3821356988777753 51.541443077048285, -0.3826378813349144 51.54170010094051, -0.3829736869664307 51.541557904756935, -0.3826699067819876 51.54127957222044, -0.3840712755281956 51.54050802569297, -0.3850288595814691 51.53988083041771, -0.3847553812668246 51.539580709557505, -0.3833369653492994 51.540139822154806, -0.3830080761097325 51.53977391098558, -0.3833092587139819 51.53964594795274, -0.3836205969798546 51.54000706642465, -0.3839776750357651 51.53983991934827, -0.3836311163613413 51.539592104022425, -0.3840856543769091 51.53893192558161, -0.3842785981296443 51.53842678374117, -0.3852913959912013 51.53838452559799, -0.3860671257004107 51.539091366859225, -0.3850495595218914 51.53947935250877, -0.3863715568503396 51.53995082093837, -0.3865353941685452 51.540752157423434, -0.3890422105799863 51.5408345052628, -0.3906275629902184 51.539979009915854, -0.3912186542889753 51.540286161024675, -0.3915352635777589 51.541183544213304, -0.3933889271743818 51.54092218942158, -0.3932550344732464 51.541360712799055, -0.3939143158821457 51.54169030219666, -0.3954088308250344 51.54149613399067, -0.3973395325547348 51.54123108543125, -0.3975278022673962 51.54236758136642, -0.3953073502187219 51.542599068429354, -0.3954622880050736 51.543715940440066, -0.3965214482341659 51.54599560626952, -0.3979131809133947 51.545712677832185, -0.3987292327494527 51.54796343774538, -0.3949445270310845 51.547659523050676, -0.3950053021701852 51.54800753370108))",34.324,26.39,18.444,12.424,38.389,97.761,27.533,33.050349000000004,32.5297826,1
E01002072,Haringey 025D,"POLYGON ((-0.0754394096897647 51.584238159733715, -0.0748282758746502 51.58364602512223, -0.0743986852083251 51.58383329556555, -0.073160218157801 51.58365624640382, -0.073116381204863 51.58314410578853, -0.0723787415007779 51.58305485410385, -0.072055642797178 51.583867863071596, -0.071709259265882 51.58343483083489, -0.0704018231874812 51.58341334026897, -0.0697266336808052 51.583363784445034, -0.0697757320949689 51.583650742150304, -0.0690346961537396 51.58323979703953, -0.0676223862502345 51.58361297493752, -0.067162207715087 51.582510434162465, -0.0682807983197241 51.582011685122275, -0.0678921177087891 51.58112194433078, -0.0687143368383678 51.58096418076983, -0.0695182878849622 51.5808068483367, -0.0727096711565009 51.58032013329923, -0.0731901056172867 51.58026576769959, -0.0757259821551726 51.579972812248464, -0.0754622040702928 51.58169106093518, -0.0738208186276324 51.582404096029585, -0.0733649311938451 51.58260343959881, -0.0736049780237981 51.58282236379041, -0.0752475886331696 51.58237863180026, -0.0750604629773167 51.58327114231765, -0.076601980154278 51.58336093883946, -0.0768943991586718 51.583633212638, -0.0761930548489981 51.58401161351888, -0.0753983193207721 51.583951443889994, -0.0754394096897647 51.584238159733715))",37.61,29.176,17.495,10.822,76.834,52.549,54.929,35.990661,31.8294396,1
E01002830,Kensington and Chelsea 004B,"POLYGON ((-0.2038785210697051 51.518111892032856, -0.2035267361531387 51.517562678590025, -0.2033756041303806 51.517339833443174, -0.2029532743645711 51.51745026543239, -0.2030351985182083 51.5168280843047, -0.20215087656569 51.516718134264615, -0.2021345563357269 51.516483990945645, -0.2023232733454666 51.51645852126856, -0.2030046094211413 51.51630854554534, -0.2039730407095478 51.516100779607825, -0.2048862149252102 51.51648004016481, -0.205166161158695 51.51653531127551, -0.2053467746901411 51.51685714422178, -0.2047581702346427 51.51700130496957, -0.2049288450413717 51.51755280591311, -0.204033584401481 51.517798155521405, -0.2042681493019695 51.51802055056518, -0.2062659761141285 51.51750996373988, -0.2066883181969677 51.51796707700909, -0.2071030967093679 51.51845147298656, -0.2059942242322896 51.51917393865041, -0.2049345099657202 51.51999394969315, -0.2044276274088538 51.52034682377356, -0.2036767706574886 51.520583689278475, -0.2030398796742281 51.51955716946319, -0.2029864781757809 51.5194926669871, -0.2026191961037776 51.519100958702325, -0.2040205816290053 51.51885163518944, -0.2041414389941322 51.518446029739316, -0.2035706606155328 51.51818267789575, -0.2038785210697051 51.518111892032856))",38.633,41.677,7.153,9.716,59.903,63.312,38.353,35.372889,32.885282999999994,1
E01004204,Tower Hamlets 005D,"POLYGON ((-0.0660819787421524 51.531680901969686, -0.0655682533640836 51.53132679285334, -0.0641079664690776 51.531459325676494, -0.0638132890140722 51.530661560052984, -0.0636743593896265 51.53020627491499, -0.0630316818901692 51.53027661538171, -0.0626438137811124 51.52956429280724, -0.0623790198941039 51.529023835677634, -0.0615008118145052 51.528581944378246, -0.0621947989358835 51.528148152772246, -0.0622506394789649 51.52771752143959, -0.0630937296285171 51.527795689114, -0.0630388849408945 51.52742415438582, -0.0629896236417601 51.52719146729133, -0.06481498850382 51.527033840474516, -0.0649938533861797 51.5275755274746, -0.0650135382085485 51.52835846698461, -0.0650212022308377 51.52840042686644, -0.065499571895509 51.52996762919527, -0.0659314337505543 51.53106840898026, -0.0663130355077391 51.53122682749439, -0.0660819787421524 51.531680901969686))",43.344,32.874,20.055,36.929,34.986,27.726,35.712,33.995322,33.9242842,1
E01004243,Tower Hamlets 020A,"POLYGON ((-0.0029931794178033 51.51301889399254, -0.0026969641742618 51.512352699620294, -0.0033620532904089 51.51223067201477, -0.0043205121609932 51.51205480306633, -0.0077598620164434 51.51147631833109, -0.0079589797859616 51.51171966989098, -0.0074233930938645 51.51177352019094, -0.0077775738091167 51.51304305158734, -0.0083036212919934 51.51240896579036, -0.0089377857537114 51.51262992818656, -0.0098707356231237 51.51367224840874, -0.0095003539365718 51.51372970287905, -0.0081462582610535 51.51401556642336, -0.0063913667687064 51.514178461958466, -0.0069599933314515 51.51474753293732, -0.0063024227444177 51.51487301819264, -0.0062494610077844 51.51522473819956, -0.0052951122099763 51.51496570893819, -0.003642932544873 51.514514942224096, -0.0029931794178033 51.51301889399254))",47.097,33.983,39.808,15.986,34.913,29.736,46.688,36.129531,36.2865724,1
E01002493,Hillingdon 032E,"POLYGON ((-0.4220574817384798 51.49686177105834, -0.4214125281623937 51.49661471720191, -0.4210450747151269 51.49692800613366, -0.4205851006393251 51.496771049143945, -0.4203441564474093 51.49707354022998, -0.4200382674393515 51.496533033281466, -0.4213304930709003 51.49525834849736, -0.421797047734656 51.49504961408538, -0.4215723783366159 51.49446434345439, -0.422298895498889 51.49473354468909, -0.4223100772018216 51.49421812530153, -0.4226381964894819 51.49406441916506, -0.4230084381758603 51.49432015542564, -0.4236786812706075 51.4932745381938, -0.425237851916371 51.49338438063396, -0.4277539077396609 51.493566526251136, -0.4276682229172362 51.494457577711124, -0.4284563261559498 51.49452081689005, -0.4280452277363033 51.49561359157681, -0.4274824419026784 51.49542608590311, -0.4270484905877114 51.4957048709339, -0.4261413925066705 51.4954273864101, -0.4269969155422327 51.495792384012475, -0.4269794516988267 51.49633947975606, -0.426249101025398 51.49718484311742, -0.4253292143590777 51.49763311449239, -0.4255060099871342 51.49797101493288, -0.4232506639147874 51.49725083334972, -0.4220574817384798 51.49686177105834))",35.715,26.519,36.388,15.778,22.82,80.395,13.683,31.916574000000004,32.877839,1
E01000367,Bexley 010A,"POLYGON ((0.1753677694677113 51.47355033467743, 0.175945578241883 51.47285022965738, 0.1779099731611115 51.47283059584197, 0.1782064874516842 51.47284129220065, 0.1799084498016552 51.4728480747554, 0.1798918653451548 51.47338125189722, 0.1798607890163694 51.47366091720202, 0.1810496063216295 51.47369191833964, 0.1811189761954946 51.4737916186622, 0.1811543403925826 51.47285399321329, 0.180850846004443 51.47020865822995, 0.18084927273871 51.47003075271846, 0.1809140439916784 51.46882774592945, 0.1802256695482181 51.46882888657346, 0.1801351173462213 51.46793100435523, 0.1792301991611569 51.467950456041045, 0.1793954652313114 51.46933873003495, 0.1790582799027086 51.4695802900206, 0.1796029871627454 51.469830959606625, 0.1790384512957279 51.470044992187624, 0.1778812799967766 51.47003698988067, 0.1777989954280107 51.46954218807339, 0.1766228692344548 51.47051781559636, 0.1748578960720268 51.470586076979025, 0.1732008019837359 51.471093146462806, 0.1729981974104354 51.4714190566432, 0.1716457029541455 51.47180782058986, 0.1718100468605632 51.472055535487804, 0.172660859878382 51.472119061241024, 0.1742836147646385 51.4731064738919, 0.1739592018594156 51.47351724495814, 0.1732303473544504 51.474378712625615, 0.1722130899179078 51.47444783627438, 0.1723589014466673 51.47490926940991, 0.1730574380373648 51.47631948408036, 0.1750571810826558 51.476911034129536, 0.1761527574959329 51.475202096849024, 0.1755265226177954 51.47485360591881, 0.1757416947519815 51.47465447470568, 0.1759158866804885 51.47378342191307, 0.1753677694677113 51.47355033467743))",36.604,40.245,36.567,12.308,21.024,41.433,12.979,30.904698,31.9466529,1
E01003302,Lewisham 003D,"POLYGON ((-0.0507322846273588 51.4800205160299, -0.0501638154261243 51.479932827933915, -0.0499255571084074 51.4803392455272, -0.0498237116076132 51.480319566328575, -0.0503513605832283 51.47907661711731, -0.0504751635386707 51.47876234087894, -0.0506446207423455 51.47833684694765, -0.0509114471819697 51.47787774715796, -0.0504130409172986 51.477121945939786, -0.0527008913455611 51.47800793709829, -0.0543364748509028 51.47860870411445, -0.0540202374047915 51.47910199982271, -0.053423846509767 51.48030032627398, -0.0534939988351129 51.48046062489165, -0.0533471149341586 51.480799160816446, -0.0528577350641607 51.48268726166576, -0.0513564242579017 51.482762661105355, -0.0501989697495852 51.48308693011692, -0.0506564221684028 51.48352510431426, -0.0494709849028688 51.48349063370726, -0.0498126431124585 51.48236996871824, -0.0500610902369192 51.481970438365195, -0.0504757733566755 51.481534535507095, -0.0507643273088902 51.48131519089303, -0.0510626680167985 51.48119930688201, -0.0505433435327984 51.48065792176496, -0.0507322846273588 51.4800205160299))",37.265,22.51,13.656,20.674,43.055,76.737,26.081,31.650114,30.5064293,2
