LSOA11CD,LSOA11NM,geometry,Income Score - exponentially transformed,Employment Score - exponentially transformed,Education Score - exponentially transformed,Health Score - exponentially transformed,Crime Score - exponentially transformed,Barriers Score - exponentially transformed,Living Environment Score - exponentially transformed,IMD,IMD_minus_crime,IMD Group
E01000058,Barking and Dagenham 018D,"POLYGON ((0.140378597102119 51.53883715806978, 0.1394589996732756 51.53859815204686, 0.138460644243583 51.53871744567493, 0.1379315052877518 51.53828294507327, 0.1373384215152593 51.538252530431286, 0.1370253643701759 51.537195121713566, 0.1364225558466542 51.53743953827719, 0.136761877671135 51.53835415874443, 0.1355191685151158 51.538610918026954, 0.1347798568614264 51.538495751417926, 0.1353488370758524 51.53785689605674, 0.1350550622032392 51.537486488050384, 0.1343003176939742 51.53761247192304, 0.1334625249741674 51.53865917956688, 0.1326133414378446 51.538561771059264, 0.1324649892126309 51.53889598806974, 0.131961896346385 51.53893921590563, 0.1309637632152976 51.53884558172977, 0.1306332464358894 51.54049092013909, 0.1341770139170035 51.54071573314903, 0.1342221440357541 51.540718635052954, 0.1368478986437964 51.540887072165305, 0.1373141564330968 51.540916967732294, 0.1402274374697892 51.541114856151715, 0.1411538091511738 51.54020425289065, 0.1406879206491683 51.53973012069457, 0.140378597102119 51.53883715806978))",35.317,26.532,25.824,19.583,24.471,74.979,26.539,31.762947,32.5384965,1
E01000063,Barking and Dagenham 004A,"POLYGON ((0.1469622905846976 51.55718059825413, 0.147320516939153 51.5570624231753, 0.1478227189456912 51.55734630531556, 0.1482996000521417 51.55673339190845, 0.1489995840265921 51.55711871896848, 0.1501707333700652 51.557033842419074, 0.1501069314012352 51.55659598290621, 0.150066362685446 51.555468200872696, 0.1489621514235183 51.55555623899703, 0.1481941929249855 51.554645052098074, 0.147093307039173 51.55479293091391, 0.1468551197934544 51.554671849403526, 0.1452855201596776 51.553279834761064, 0.1446805850068426 51.55343628241526, 0.143999705569492 51.5530312732743, 0.1433175029610634 51.553108757337505, 0.14307252285455 51.55347984256268, 0.1437925919088992 51.55365931181881, 0.1435870494619092 51.55441568445197, 0.1434427245093422 51.554540632638265, 0.145005661228905 51.555616849310866, 0.1452207812211547 51.55581119807968, 0.1426238245525024 51.55575613088999, 0.1423769363083814 51.55575089161745, 0.1423401384967749 51.55674984514726, 0.1422778942890131 51.558439864925845, 0.1439065348288936 51.55848287420841, 0.144107058093987 51.55848816638103, 0.1453084446470032 51.55851912593835, 0.1458112549406369 51.557602547636606, 0.1469622905846976 51.55718059825413))",31.736,28.46,37.749,22.992,23.992,63.345,37.681,33.370809,34.3623434,1
E01000073,Barking and Dagenham 012B,"POLYGON ((0.1191261762922603 51.54787668099746, 0.1181075038641059 51.54678148491327, 0.1180468471061646 51.54649500904659, 0.1171735268579882 51.546070235996766, 0.1174738573916881 51.54555836879627, 0.1167002373897398 51.544883798705044, 0.1182392182826707 51.544910379869485, 0.119100685758397 51.54411936398817, 0.1186126965623274 51.543527388655264, 0.1160937525127585 51.542472265678626, 0.1158406371703234 51.54267716371086, 0.1161868318268772 51.54289843610279, 0.1147140413744678 51.54354829505374, 0.1146945842295435 51.54406769999109, 0.1138518105309396 51.54447951645008, 0.1153133885194548 51.54469585747652, 0.1153326119559611 51.54493804604311, 0.1147724620952268 51.5453251319539, 0.1152345321557788 51.546679566152875, 0.1143551585483291 51.54695587715719, 0.1138538565255138 51.546752178584995, 0.1133961787343707 51.54704154806095, 0.113301258771553 51.54609288387997, 0.1096261249043379 51.545853397579975, 0.1087940881347417 51.54753085071807, 0.1069151317995072 51.54954725609436, 0.1101597954398047 51.54942410726543, 0.1135556192274437 51.548891411175305, 0.1158724586144406 51.548440384565865, 0.115991361167842 51.54842004749507, 0.1191261762922603 51.54787668099746))",37.339,31.63,35.394,30.818,64.859,67.485,21.422,38.756883,36.1124489,1
E01000077,Barking and Dagenham 008F,"POLYGON ((0.1257167152062913 51.54724687381284, 0.1247351088792973 51.54648537846186, 0.124461482570666 51.54699948790555, 0.123355786397593 51.54715257351495, 0.1236268748493748 51.54779654065834, 0.1222251490055872 51.54802445236196, 0.1225361301836077 51.548726827709466, 0.1227377539477163 51.5491821620145, 0.1233148026968452 51.550493774493596, 0.1235863621460157 51.551229792107776, 0.1243751479678308 51.55130238988419, 0.1275069774648833 51.55162058787242, 0.1288149851995218 51.551661777880604, 0.1302804123609484 51.55176656048121, 0.130382627644989 51.55134117990342, 0.1302939949790814 51.551263212274, 0.1286542346337612 51.54982120044546, 0.1278415711126584 51.54911660190523, 0.1257167152062913 51.54724687381284))",46.521,38.655,33.646,35.657,28.414,69.129,36.991,41.032167,42.3632598,0
E01000080,Barking and Dagenham 007C,"POLYGON ((0.1345519594161915 51.55089863639572, 0.1346608739259468 51.54996744694815, 0.1354435880734781 51.54972782380822, 0.1362599184885146 51.549683743132384, 0.1362986570205548 51.549605753559085, 0.1364304146387465 51.548388363812364, 0.1359558417123125 51.54804215901231, 0.1365345077255154 51.54786528119814, 0.1370786796958705 51.548367266048125, 0.1383823689903514 51.54876996509195, 0.1387312258564319 51.5480187313437, 0.1376639560186963 51.54780588286118, 0.1371791209171219 51.54800800827278, 0.1367548647802478 51.54739574616486, 0.1357359990392188 51.54731140497779, 0.1340892054148108 51.548568685965876, 0.1334437075141372 51.54763505048585, 0.133450581338418 51.54545558350546, 0.1308760817429912 51.54506030153921, 0.1301072731613542 51.547116870326846, 0.1288997140588647 51.546966741513266, 0.1285419760050788 51.547148772591015, 0.1258449678321331 51.54686199644028, 0.1254538886552081 51.54701684350915, 0.1257167152099422 51.54724687381085, 0.1278415711079597 51.54911660190446, 0.1286542346323774 51.54982120044703, 0.1289529460290878 51.5496782080391, 0.1293238440887184 51.54987860719795, 0.1299110870712479 51.549528891239596, 0.130537241075463 51.54960496669577, 0.1305381374838016 51.5489585845084, 0.1317553277326299 51.54876922365664, 0.1323641009777866 51.549172709076686, 0.1332909827557476 51.549192124965536, 0.1323549538695503 51.54989780245016, 0.1317353191887923 51.550496005662104, 0.1323856094578979 51.55084786434546, 0.1332243488242749 51.55028519688716, 0.1337605904046845 51.550884490274925, 0.1345519594161915 51.55089863639572))",33.652,34.69,26.434,27.181,18.61,72.571,22.474,33.18489,34.709570600000006,1
E01000085,Barking and Dagenham 013E,"POLYGON ((0.1521732189723802 51.535966675250535, 0.1517745041359191 51.535454447173585, 0.1521518376075983 51.535042729636245, 0.151565373584266 51.53439620229166, 0.1505981281637481 51.53426530741411, 0.1501843647913898 51.53489549429184, 0.1510180405439944 51.535431307695696, 0.1504946996667964 51.535750770112195, 0.1496329959282843 51.535473309268, 0.1486746433444726 51.53580621172517, 0.1487054223450443 51.5372082150708, 0.1482409648904738 51.537522433722565, 0.1487125750682584 51.53814256511613, 0.1483273902872001 51.53862820097915, 0.1482024423913677 51.53882401505764, 0.1481787504285472 51.53935838017603, 0.1476260376795712 51.539486316249615, 0.1481415414698682 51.540231941445725, 0.1506467694632746 51.540212096429165, 0.1529621686240278 51.54007793906917, 0.1529572714921641 51.53978048305741, 0.1529047324093491 51.53889924130349, 0.1522700364854798 51.53819880935646, 0.1512235107363395 51.53768690859963, 0.1517361564972598 51.53712017447171, 0.1511320072500499 51.536216792314285, 0.1521732189723802 51.535966675250535))",33.308,28.512,36.557,11.769,50.678,74.569,33.033,35.15355,33.590445200000005,1
E01000098,Barking and Dagenham 023D,"POLYGON ((0.1257750302778358 51.56227656246448, 0.1251685457469834 51.561748352614394, 0.1263684762222142 51.56212915400707, 0.1268763704418924 51.56167648715553, 0.1268655505824496 51.56162487595125, 0.1272807408912784 51.56126690005236, 0.1283009433309576 51.56111954853226, 0.1292174008163611 51.561551820752385, 0.1293459941269682 51.559062606722804, 0.1310696322906704 51.559130670776604, 0.1311252201037412 51.558805435332246, 0.1310897318497545 51.558425613447405, 0.130156325312539 51.558429561720764, 0.1299218429718737 51.558703062840905, 0.1299528157013654 51.55819975921804, 0.1294408651580781 51.558179961212666, 0.1294907327925712 51.55701867275757, 0.1279682008184084 51.55708022932012, 0.1278302959539292 51.55761732430966, 0.1285769284483405 51.557429751606875, 0.1289424695275136 51.557670105347455, 0.1284552976217546 51.55806992404882, 0.1269637377035785 51.557872803735435, 0.1265065539133799 51.55830787074414, 0.126386985188391 51.558438706617196, 0.1251236775070188 51.5601554038615, 0.1244748646029473 51.561800619118614, 0.1239267911112825 51.5619204341112, 0.1241021497194756 51.56225109782485, 0.1247874650210694 51.5641738324151, 0.1249877146716587 51.56425106854252, 0.1255785401194986 51.564598772497796, 0.1276663239290123 51.56611174052235, 0.1285385384980495 51.56638776202593, 0.1270879551737439 51.565143230323784, 0.1277208207406277 51.56493670158676, 0.1277580106392089 51.56450851094806, 0.1271358135952708 51.56418486677574, 0.1273991809038917 51.563850128818174, 0.1259497295270343 51.5635868985239, 0.1254874802158198 51.56253430722353, 0.1257750302778358 51.56227656246448))",43.573,38.456,31.472,27.147,44.931,67.59,27.643,39.405342,38.8729375,0
E01000103,Barking and Dagenham 014A,"POLYGON ((0.1625636403307468 51.53846150503241, 0.1632096988484868 51.53743553119172, 0.1641881646667588 51.537941432278984, 0.1645739587721406 51.5376619289409, 0.1659586031590946 51.53722856938931, 0.1667278256251706 51.537385010834505, 0.1672267423404276 51.53736566755534, 0.1679193850269076 51.53808981432694, 0.1691928233474015 51.53763660116674, 0.1692609357880127 51.53759546717211, 0.1731555865318113 51.53652515726135, 0.171943354856789 51.534934200742285, 0.1717088500856646 51.5338840034479, 0.1699116239609635 51.532067613695425, 0.165984291318033 51.52879959940359, 0.163972288771738 51.53011561375387, 0.1625002681081734 51.53158612629095, 0.1606951743998589 51.533075120795424, 0.1606291287370198 51.533192192378934, 0.1585541675276524 51.53452086202307, 0.158974480552544 51.53479485413498, 0.1584191997263245 51.53515382537063, 0.1556030543585284 51.53572465407035, 0.1554991969758863 51.5372641588156, 0.1554388758238703 51.53825537001759, 0.1561557640865263 51.53818307530732, 0.1581197796983849 51.53804225226385, 0.1578975790537136 51.5371552664113, 0.1595547843679653 51.53702781485575, 0.1602526422551002 51.5376507225796, 0.1601476299784606 51.53851091580734, 0.1605455909000387 51.53851172472506, 0.1625636403307468 51.53846150503241))",31.504,25.36,26.236,26.73,31.616,90.293,17.335,32.894502,33.053898000000004,1
E01000120,Barnet 009D,"POLYGON ((-0.1396719316868208 51.6349176397606, -0.1372657660158351 51.633757873946784, -0.1376696717485322 51.633483234855056, -0.1373317393903276 51.63310303704641, -0.1359035641054676 51.63338586677542, -0.1362209579207746 51.63246836298492, -0.1358254711040167 51.63220708798738, -0.1384215659830057 51.63078944371483, -0.1385817675892462 51.630716322222774, -0.1388113984498576 51.63000492735722, -0.140380214379688 51.62934005667335, -0.1410725041105321 51.62981288526295, -0.1445631666070827 51.62903505372216, -0.1450226119115592 51.62942455146791, -0.1448923181594588 51.629902539828706, -0.1444824516047946 51.63026634926441, -0.1446657746534606 51.63177190233296, -0.1435981463073674 51.63201660385133, -0.1433822182509236 51.63166784757223, -0.1439014491020702 51.63085050680628, -0.1429447677612357 51.63190499900934, -0.1421880654097972 51.63193869038665, -0.1418095199405862 51.63231296772863, -0.1435431403183323 51.63366921818672, -0.1423914185186006 51.63480339609288, -0.141844616341886 51.634573055207014, -0.1412470844911335 51.634380881393255, -0.1404248636741058 51.63510775987747, -0.1396719316868208 51.6349176397606))",7.494,2.877,3.623,0.641,6.47,13.722,11.994,5.902412999999999,5.848916899999999,9
E01000124,Barnet 010E,"POLYGON ((-0.1508330892785188 51.622752699271786, -0.1506317380136512 51.62238585012291, -0.1496823843265134 51.62242622960826, -0.149399522501337 51.62188254492321, -0.1490366362392952 51.62206801010481, -0.1468073488185076 51.62126465916602, -0.1454607517907414 51.61947754751453, -0.1439964943759316 51.620067747790245, -0.1442554011410143 51.620312943904004, -0.143903835987527 51.62050114408144, -0.1433538576260752 51.61998770615961, -0.1432253821556504 51.62055663477736, -0.1419870619538456 51.62042665180496, -0.1401230226228775 51.61941302828488, -0.1387517870153883 51.61973312188318, -0.1384310818196046 51.61957661426515, -0.1397890716981259 51.61845737917088, -0.140641069799373 51.617731552163114, -0.141250669322611 51.61765517622636, -0.1420103961957529 51.61619054061466, -0.1437880605913223 51.61564094031542, -0.1445382661506828 51.61548360039613, -0.1446118431487777 51.61555911218543, -0.146399009136676 51.61740939524624, -0.149521318398487 51.62057759807099, -0.1499022514269137 51.62097276395458, -0.1516318600685901 51.62277266121863, -0.1508330892785188 51.622752699271786))",28.805,29.522,14.081,6.535,28.546,35.962,18.099,23.589186,23.101036699999995,4
E01000132,Barnet 021B,"POLYGON ((-0.2539972264082353 51.60955606280275, -0.2540161907431207 51.60906177134198, -0.2545959585568629 51.60907303693153, -0.2547320573636266 51.60880991511647, -0.2534598242871594 51.60856305761552, -0.2532082575185193 51.60824740928191, -0.2533667488554002 51.60791386219738, -0.2544672172662534 51.60731171755191, -0.25484941688756 51.60690566321078, -0.2545412416726956 51.606668649549086, -0.2553815032800735 51.60622252717179, -0.2565277181472969 51.6069079688207, -0.2570899551735359 51.60748038372067, -0.2566725707481475 51.607690907887076, -0.2551776483984218 51.607939912067536, -0.2554469737330253 51.60883467786955, -0.2565478284959641 51.60881190785356, -0.2569656048441833 51.6091638277785, -0.2583251607479562 51.60901562761838, -0.2583947701279656 51.60844545519127, -0.2599355884239823 51.60708630571613, -0.2604193772587147 51.607170251924956, -0.2616157435830378 51.60792872897651, -0.2619072407875562 51.60854575859237, -0.2628337982049519 51.60864179794662, -0.2619957951027294 51.608860871876765, -0.2624843654825658 51.60930737527544, -0.2633942186828234 51.609190253680225, -0.2638175132658455 51.60954247330007, -0.2614632143319038 51.60991710886716, -0.2607903621635667 51.61004315850155, -0.2586979315076993 51.61037844658598, -0.2562771783301011 51.61037888663622, -0.2553867233357482 51.61029744103243, -0.2550481990698102 51.60995143254488, -0.2556093387904861 51.60969692915737, -0.2539972264082353 51.60955606280275))",32.831,23.437,22.464,8.128,22.999,46.932,24.043,25.529802,25.8115874,3
