LSOA11CD,LSOA11NM,geometry,Income Score - exponentially transformed,Employment Score - exponentially transformed,Education Score - exponentially transformed,Health Score - exponentially transformed,Crime Score - exponentially transformed,Barriers Score - exponentially transformed,Living Environment Score - exponentially transformed,IMD,IMD_minus_crime,IMD Group
E01000006,Barking and Dagenham 016A,"POLYGON ((0.0911520748782917 51.5390853012254, 0.093257494883414 51.537869849989335, 0.0936001399511959 51.53767043548137, 0.0925823389527054 51.53759072899519, 0.0920743369256559 51.537550941854846, 0.0896214537146398 51.53739232735385, 0.0865237713459831 51.537584717374486, 0.0849715761987852 51.53789626358554, 0.0851193900054318 51.53815446179293, 0.0853140983023576 51.53836150273797, 0.0849177715515263 51.538520291410116, 0.0857737289627508 51.53917884693971, 0.0861902691022688 51.5390142283262, 0.0867825037895313 51.53944469831984, 0.0850702664289748 51.54035732573276, 0.086498895015584 51.541251889711134, 0.0861213070404651 51.541538954171, 0.0864553479272753 51.541776293822686, 0.0885253785894309 51.540581927747574, 0.0896160411398666 51.53996068195296, 0.0911520748782917 51.5390853012254))",19.18,9.39,14.208,9.505,12.555,71.868,25.337,19.837185,20.600401,4
E01000010,Barking and Dagenham 015C,"POLYGON ((0.0775105072039897 51.539741985639644, 0.0780256370251629 51.53933718074767, 0.0786871483231503 51.539613227637844, 0.0805802689110674 51.538752332531445, 0.0813328231812832 51.53930552466563, 0.0815582089985922 51.539127075132804, 0.082917272155946 51.53829560853089, 0.0854939470851313 51.53703443785281, 0.0845298718628154 51.53655985999021, 0.0836240407251672 51.536144572041515, 0.0825109534278417 51.53569630255663, 0.082381901614375 51.53563951133084, 0.081449253599754 51.53543836848304, 0.0812124509819025 51.535467003602676, 0.0794607948677931 51.534754136398405, 0.0792426294856443 51.53467246488435, 0.0787005958734476 51.53446928558143, 0.0761598116598835 51.533610649468436, 0.0750109720087898 51.53399775638028, 0.0749043243734078 51.53416315794976, 0.0735048813838334 51.53756355294132, 0.0713444283913462 51.53724979267419, 0.072544240897239 51.537716545246326, 0.0720152488849893 51.53840352888172, 0.0719086583919659 51.53896243033014, 0.0729687848849373 51.53912580320203, 0.0730424180443479 51.53878852450986, 0.0736138213866803 51.538870150681284, 0.0747317472338647 51.53939840015869, 0.0752189862872494 51.53950123721817, 0.075502180459967 51.53840270136798, 0.0765140597187318 51.538637740633554, 0.0777070722248356 51.53915805001301, 0.0769590735667539 51.53953178837249, 0.0775105072039897 51.539741985639644))",29.242,13.604,11.016,16.162,58.692,89.198,57.779,32.436597,29.768024,2
E01000017,Barking and Dagenham 009C,"POLYGON ((0.1503197972835098 51.550906492773336, 0.1502586766493923 51.549618708682964, 0.1492368412014551 51.549671904073165, 0.1489443639691135 51.55001898929026, 0.1475271843600982 51.54960281914342, 0.1470302489720963 51.54927972087057, 0.1470618722873971 51.54897014898679, 0.1470154257176804 51.548208255533496, 0.1476873053183045 51.547803635812066, 0.147828095790387 51.54592497638371, 0.1470537785659682 51.54587580612318, 0.1464446127353272 51.54645742265745, 0.145505746154766 51.54726716208721, 0.1457541178539568 51.5475816841823, 0.1432882515948996 51.548402807424836, 0.1431069144436125 51.548636615167936, 0.1428877284311723 51.54945606022209, 0.1427712483505868 51.55096176724755, 0.1451026237348383 51.55108648825099, 0.1474138734264716 51.5511508209148, 0.1496812693857207 51.551278573607256, 0.1503197972835098 51.550906492773336))",46.209,41.63,22.701,34.64,23.239,74.027,26.375,39.003423000000005,40.6554779,0
E01000027,Barking and Dagenham 001A,"POLYGON ((0.1480851254750171 51.596782432280214, 0.1480606812432749 51.59639844854095, 0.1498160010257688 51.597004242511716, 0.1510283442041033 51.595548644632125, 0.1508975854418151 51.59438493239243, 0.1506044757351647 51.591975055811936, 0.1511473197736622 51.5897974272527, 0.151083346069548 51.58707853971179, 0.141570869207512 51.58635679008027, 0.1417752137484238 51.58531092574844, 0.1399633997133456 51.585208685602964, 0.1393651154743054 51.58482836508957, 0.1384699232536521 51.58604465784503, 0.1376384979907296 51.585874798933176, 0.1377822285397216 51.58373416219398, 0.1403137075667707 51.583840775008376, 0.1407181453118068 51.583160873778205, 0.1402016912512262 51.582829567974315, 0.1401932957542239 51.58227708899665, 0.1396207203551669 51.58226900590182, 0.1396284565227292 51.582732630449776, 0.1389006955384093 51.58279321839736, 0.138883612561237 51.58257362087042, 0.1382491635988109 51.58248644347244, 0.137053810850713 51.58287952184236, 0.1365742226583641 51.58366293618337, 0.136844377053953 51.58444693314888, 0.1362730189065871 51.58487217210337, 0.1356440507590371 51.58475899953855, 0.1352060582652469 51.585742368890365, 0.1347790031859956 51.58574464434126, 0.134118843445997 51.5864858834068, 0.1337513473336323 51.58679293315583, 0.1316897784183859 51.586511726084694, 0.1308285822421741 51.58677360680673, 0.1313384896387324 51.58688874303184, 0.1310133337037545 51.58750656853603, 0.1295286337964928 51.590057971987726, 0.1331731190768795 51.59177387849256, 0.1347745874910507 51.59255524476832, 0.1418992709444171 51.59657949267338, 0.146562230834949 51.59945163914894, 0.1481361020306879 51.599048247858875, 0.1475682137112699 51.59680552593131, 0.1480851254750171 51.596782432280214))",38.797,34.612,38.283,19.616,50.892,71.417,17.628,37.347531,35.9904227,1
E01000028,Barking and Dagenham 001B,"POLYGON ((0.1317055540263415 51.58635038845206, 0.1321778236247012 51.58523935147634, 0.1327520793780723 51.58527022823778, 0.1333616030430863 51.5842734801502, 0.1335247617547548 51.58392713454573, 0.1337589828273004 51.58334545115919, 0.1327588981613558 51.58331276071657, 0.1324162830462252 51.58485095607931, 0.1311532257924381 51.58472689788363, 0.1303282873637821 51.58499051775883, 0.130152082267059 51.585374559275564, 0.1297100417489236 51.58527116280538, 0.1300966975454809 51.58445466273904, 0.1306216729648612 51.58401559327236, 0.1298372496216155 51.58295230500061, 0.1276502391880038 51.581708239555404, 0.1279513249938801 51.58259709922328, 0.128037051675419 51.583260665864536, 0.1276809526841941 51.58392260433957, 0.1272771953853988 51.58393161533984, 0.1266692596374028 51.586082547167564, 0.1263980210566124 51.58670438235407, 0.1279609107038294 51.5869523527451, 0.1310133337109048 51.5875065685346, 0.1313384896349262 51.58688874302908, 0.1308285822418498 51.586773606806545, 0.1316897784236121 51.58651172608603, 0.1317055540263415 51.58635038845206))",48.5,37.525,27.763,50.622,13.214,82.443,13.383,40.07832,42.871120100000006,0
E01000029,Barking and Dagenham 001C,"POLYGON ((0.1312897017483174 51.58433220952972, 0.1320383509241206 51.58288431101374, 0.1334375060050456 51.582892792153906, 0.1334254431438497 51.58255732106652, 0.133961561519691 51.582446853556846, 0.1339354334741488 51.58218218641114, 0.1339797958847277 51.582181379630164, 0.1342763125492687 51.581416054067546, 0.135534088461713 51.58137783701495, 0.1355003995876509 51.580728282861905, 0.1360531380293013 51.5806462169754, 0.1368244969844884 51.580631057325185, 0.1399617035123143 51.58052680707954, 0.1401832947797385 51.580294628161816, 0.1411186440013495 51.58053800354496, 0.140971885479412 51.57990310341239, 0.1395154512636856 51.579590848591025, 0.1396846241769782 51.57894923256641, 0.1402532327254558 51.57897115535446, 0.140178833832429 51.578324331833834, 0.1378716301475466 51.57812257125942, 0.1361211571953804 51.57796077496167, 0.1356994961265436 51.579784997011046, 0.1352011420910924 51.579741504006904, 0.1351366551366985 51.57856626282248, 0.1353282660376972 51.578188380418744, 0.1339090673362332 51.57813809330974, 0.1316113335510428 51.577133002471946, 0.1312703909678256 51.57789716819992, 0.1307073546022721 51.57907329521747, 0.1312351999419963 51.57947711478868, 0.133435444702145 51.579944816379744, 0.132917536686307 51.58090959500526, 0.1325641189892489 51.58131401993292, 0.1319441737878812 51.58135041116044, 0.1276391489341148 51.5816373799775, 0.1276502391875491 51.58170823955557, 0.1298372496203652 51.58295230500284, 0.1306216729655057 51.58401559327134, 0.1300966975467709 51.58445466273926, 0.1312897017483174 51.58433220952972))",18.424,14.136,16.841,10.823,24.254,79.348,19.43,22.502616,22.3412068,4
E01000031,Barking and Dagenham 002A,"POLYGON ((0.1506261421085069 51.583061135248066, 0.1483817414185302 51.58075134111865, 0.1474482045093277 51.58079133450223, 0.1469833735815558 51.57567788863713, 0.1462108935403215 51.57563005188986, 0.1439976323743006 51.5755002640166, 0.1435453020851325 51.57564886072757, 0.1419671726977462 51.57531192679215, 0.141808854842982 51.574764989752495, 0.1413942159173323 51.574732935779515, 0.1415072414074678 51.57425846458883, 0.1411405903571902 51.57419195486133, 0.14180214826488 51.57263774551673, 0.1419754938758802 51.5722472082174, 0.1395179290037012 51.5720568238821, 0.1392014967644244 51.57286732986047, 0.1382779632889602 51.57311255373374, 0.138227014841464 51.57374249051374, 0.1389622454315482 51.57412561669275, 0.1361700328900686 51.573814229988265, 0.1356379065091391 51.57431729591294, 0.1367230830317614 51.57469480332424, 0.1372743219778537 51.575336352376524, 0.1370190845658653 51.57625524185065, 0.1375778815979359 51.5765409430208, 0.1374735506977327 51.577008830724054, 0.1372391458946778 51.57724380098281, 0.137871630154876 51.578122571262135, 0.1401788338337304 51.57832433183558, 0.1402532327297249 51.578971155352924, 0.1396846241738079 51.57894923256649, 0.1395154512675796 51.579590848595124, 0.1409718854788894 51.57990310341044, 0.1411186440022092 51.580538003547815, 0.1413081777858338 51.58149931557334, 0.14142120714369 51.58267530475928, 0.1417752137495888 51.5853109257513, 0.1415708691992186 51.5863567900867, 0.1510833460684581 51.5870785397079, 0.1510245019118126 51.58589212316134, 0.1506261421085069 51.583061135248066))",20.953,14.376,12.271,17.229,45.211,43.897,26.386,22.672467,20.3787265,4
E01000032,Barking and Dagenham 002B,"POLYGON ((0.1356994961230848 51.57978499701143, 0.1361211571955311 51.577960774960076, 0.1378716301534148 51.5781225712588, 0.1372391458892274 51.577243800983304, 0.1374735506932859 51.57700883072624, 0.1375778816023486 51.57654094301661, 0.1370190845721097 51.5762552418473, 0.1372743219812818 51.575336352382045, 0.1367230830278814 51.57469480332702, 0.1356379065055762 51.57431729591015, 0.1361700328846444 51.5738142299891, 0.1389622454338584 51.57412561669695, 0.1382270148327645 51.573742490513766, 0.1382779632934578 51.57311255373505, 0.1392014967705793 51.57286732985935, 0.1395179289982586 51.5720568238833, 0.1390659619412818 51.572039381318305, 0.1387087383318752 51.57202567765323, 0.1365214087732161 51.57183652744723, 0.1357276986839616 51.571722039556136, 0.1354965262286562 51.57168969171699, 0.1300252627705846 51.570756272944095, 0.1298499139367142 51.571597185865336, 0.1307878927541047 51.57172781643756, 0.1315594036264195 51.571835088140766, 0.130908388935703 51.57343989119386, 0.1299406278167925 51.573056071329354, 0.1294185759441398 51.57398097389813, 0.1293750911250559 51.57491988747079, 0.1293771105678589 51.57541604411402, 0.1292342022177479 51.57629358760927, 0.1300337510431052 51.576532833248066, 0.1316113335543569 51.577133002473836, 0.1339090673384329 51.578138093305874, 0.1353282660410089 51.57818838041982, 0.1351366551306787 51.57856626282411, 0.1352011420932884 51.579741504006144, 0.1356994961230848 51.57978499701143))",24.873,23.395,22.868,18.285,44.995,58.287,42.329,29.957778,28.439943,2
E01000038,Barking and Dagenham 003C,"POLYGON ((0.1733968278150086 51.565098012684, 0.1768373256885116 51.564795673275164, 0.1790198394542296 51.56489949222277, 0.1789128837468769 51.5644466570102, 0.1780772980933146 51.56439301795326, 0.1780481503727449 51.5637831433845, 0.1766790336880068 51.56392008232688, 0.1771451815658292 51.56328762676894, 0.1765733974519628 51.56249282893037, 0.1757883017861319 51.561859125459634, 0.1754860203736794 51.56240835707946, 0.1749153322001202 51.56245261638701, 0.1746068275507449 51.561046190475906, 0.1735574725407261 51.561129225128965, 0.1692518060617826 51.56149318125181, 0.1685297616452038 51.56154413792161, 0.1685126954033932 51.56201875300052, 0.1683198991644003 51.563530655939076, 0.1699034448534255 51.56412423896309, 0.1701768844430672 51.56422423540456, 0.1733968278150086 51.565098012684))",21.08,15.461,18.234,14.074,20.151,30.281,25.508,19.645725,19.610973699999995,5
E01000044,Barking and Dagenham 016D,"POLYGON ((0.0865237713430899 51.537584717374216, 0.0896214537140169 51.53739232735231, 0.0920743369219756 51.537550941854114, 0.0925823389506194 51.537590728997955, 0.0936001399541479 51.53767043548148, 0.0936946981364752 51.53767776746668, 0.09374064569062 51.53768132680414, 0.0927635647143952 51.53667303120368, 0.0931165028441256 51.53655918934236, 0.0929488700979141 51.53585163557997, 0.0933635847881029 51.53584767927439, 0.0935417769663591 51.53516474512889, 0.0943921463451344 51.534999807928344, 0.0948822129179282 51.53410849756097, 0.0948179645043943 51.533483937359584, 0.0941305040566313 51.53322704152373, 0.0923321855980896 51.53386394240904, 0.0900791095778949 51.53474575272141, 0.0891973685701775 51.53505334786149, 0.0854939470843792 51.537034437851666, 0.0829172721560898 51.5382956085333, 0.0815582089972044 51.539127075131354, 0.0849715762002048 51.53789626358469, 0.0865237713430899 51.537584717374216))",22.278,15.363,21.976,8.817,52.603,65.411,51.481,28.389315,25.9275365,3
