,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.53563,-0.00160_334",0.0585400390625,NA,0.03595703125,NA,NA,NA,NA,NA,0.48482177734375,0.04184814453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3788330078125
"51.53563,-0.00160_244",NA,NA,NA,NA,NA,NA,NA,NA,0.74458740234375,NA,0.25296630859375,NA,NA,NA,NA,NA,NA,NA,NA,0.0024462890625
"51.53563,-0.00160_154",0.14712890625,NA,NA,NA,NA,NA,NA,NA,0.70306640625,NA,0.1448291015625,NA,NA,NA,NA,NA,NA,NA,NA,0.0049755859375
"51.53563,-0.00160_64",0.006767578125,NA,0.03999267578125,NA,NA,NA,NA,NA,0.64843017578125,NA,NA,NA,NA,NA,NA,NA,NA,0.0023974609375,NA,0.302412109375
"51.53619,-0.00176_64",0.0606396484375,NA,0.26647216796875,NA,NA,NA,NA,NA,0.247626953125,0.324169921875,0.08310302734375,0.00095458984375,NA,NA,NA,NA,NA,0.00212646484375,NA,0.0149072265625
"51.53619,-0.00176_334",0.0984033203125,0.02616455078125,0.14868408203125,NA,0.05451416015625,NA,NA,NA,0.109794921875,0.2635498046875,0.2958154296875,NA,NA,NA,NA,NA,NA,NA,NA,0.00307373046875
"51.53619,-0.00176_154",0.0904833984375,NA,0.23830078125,NA,NA,0.005859375,NA,0.00145751953125,0.167470703125,0.29863037109375,0.1953466796875,NA,NA,NA,NA,NA,NA,NA,NA,0.002451171875
"51.53619,-0.00176_244",0.067275390625,0.02702392578125,0.05503662109375,NA,0.04521484375,0.00615966796875,NA,NA,NA,0.3028076171875,0.38727783203125,NA,NA,NA,NA,NA,NA,0.0017724609375,NA,0.107431640625
"51.53677,-0.00182_154",0.368662109375,NA,0.3279248046875,0.0030078125,NA,NA,NA,NA,0.03496826171875,0.0656298828125,0.1929541015625,NA,NA,NA,NA,NA,NA,NA,NA,0.00685302734375
"51.53677,-0.00182_64",0.32377197265625,NA,0.29313720703125,0.001630859375,NA,NA,NA,0.0025634765625,0.06083740234375,0.0332421875,0.260908203125,NA,NA,0.0019287109375,NA,NA,NA,0.00195068359375,NA,0.020029296875
"51.53677,-0.00182_244",0.24553466796875,NA,0.04485595703125,0.0154931640625,0.01630126953125,0.0105908203125,NA,0.0013427734375,0.165419921875,0.17550537109375,0.309697265625,NA,NA,NA,NA,NA,NA,0.00194091796875,NA,0.01331787109375
"51.53677,-0.00182_334",0.23107666015625,0.0205859375,0.18337890625,0.00298095703125,0.0287158203125,0.01763916015625,NA,0.00150146484375,0.1033203125,0.1123583984375,0.291953125,NA,NA,0.0006396484375,NA,NA,NA,0.001767578125,NA,0.00408203125
"51.53658,-0.00180_154",0.10706298828125,NA,0.32322998046875,NA,0.0177197265625,NA,NA,NA,0.04751220703125,0.26222412109375,0.2383447265625,NA,NA,NA,NA,NA,NA,NA,NA,0.00390625
"51.53658,-0.00180_244",0.10439697265625,0.01548095703125,0.05971923828125,0.009677734375,0.05755859375,NA,NA,NA,NA,0.2086865234375,0.4271435546875,NA,NA,NA,NA,NA,NA,0.00163818359375,NA,0.1156982421875
"51.53658,-0.00180_334",0.2371630859375,NA,0.18607666015625,0.001884765625,0.02050048828125,NA,NA,0.000625,0.068037109375,0.1972265625,0.28050537109375,NA,NA,NA,NA,NA,NA,NA,NA,0.00798095703125
"51.53658,-0.00180_64",0.18589599609375,NA,0.4827685546875,NA,NA,NA,NA,0.0002294921875,NA,0.25268798828125,0.07226318359375,NA,NA,NA,NA,NA,NA,NA,NA,0.00615478515625
"51.53663,-0.00240_245",0.279443359375,0.0586328125,0.27823974609375,0.0007666015625,NA,NA,NA,NA,0.0427490234375,0.00144287109375,0.256181640625,NA,NA,0.07799560546875,NA,NA,NA,NA,NA,0.00454833984375
