,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.59393,-0.31295_244",0.30705810546875,0.12065185546875,0.14625244140625,0.0054052734375,NA,NA,NA,0.00128173828125,NA,0.01256103515625,0.3947314453125,NA,NA,0.01063720703125,NA,NA,NA,NA,NA,0.0014208984375
"51.59393,-0.31295_334",0.35407470703125,0.08498046875,0.13997314453125,NA,NA,NA,NA,0.0009912109375,0.06573974609375,0.00697998046875,0.33742919921875,NA,NA,0.00561767578125,NA,NA,NA,NA,NA,0.0042138671875
"51.59393,-0.31295_64",0.09190673828125,0.27494140625,0.15472900390625,0.0082421875,NA,NA,NA,0.001650390625,0.23897705078125,0.0305419921875,0.193125,NA,NA,0.00413818359375,NA,NA,NA,NA,NA,0.001748046875
"51.59393,-0.31295_154",0.37608154296875,0.0306884765625,0.12884521484375,NA,NA,0.01058349609375,NA,NA,0.09305419921875,0.00273193359375,0.3454052734375,NA,NA,0.00567626953125,NA,NA,NA,NA,NA,0.00693359375
"51.59006,-0.31181_318",0.38234130859375,0.01296142578125,0.102021484375,0.00923828125,NA,NA,NA,NA,NA,NA,0.40953369140625,NA,NA,0.0320654296875,NA,NA,NA,NA,NA,0.05183837890625
"51.59006,-0.31181_48",0.13952880859375,0.2556494140625,0.122431640625,0.0142236328125,NA,NA,NA,NA,NA,0.00273681640625,0.4061279296875,NA,NA,0.03498046875,NA,NA,NA,NA,NA,0.0243212890625
"51.59006,-0.31181_228",0.3525537109375,0.05621826171875,0.1194873046875,0.00884033203125,NA,NA,NA,NA,NA,0.00500244140625,0.4068408203125,NA,NA,0.00405029296875,NA,NA,NA,NA,NA,0.0470068359375
"51.59006,-0.31181_138",0.388603515625,0.048291015625,0.10683349609375,0.009580078125,NA,NA,NA,NA,NA,0.00938720703125,0.42267333984375,NA,NA,0.00782470703125,NA,NA,NA,NA,NA,0.006806640625
"51.59481,-0.31338_334",0.3440380859375,0.0161767578125,0.144580078125,NA,NA,NA,NA,NA,NA,NA,0.38973388671875,0.00219482421875,NA,0.089775390625,NA,NA,NA,NA,NA,0.0135009765625
"51.59481,-0.31338_64",NA,0.32119873046875,0.185146484375,0.014775390625,NA,NA,NA,NA,NA,0.00489013671875,0.3665234375,NA,NA,0.00181640625,NA,NA,NA,NA,NA,0.1056494140625
"51.59481,-0.31338_154",0.3253515625,0.0146533203125,0.14052001953125,0.00374755859375,NA,NA,NA,NA,NA,NA,0.39364990234375,NA,NA,0.05844970703125,NA,NA,NA,NA,NA,0.0636279296875
