,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.53767,0.03463_154",0.24025390625,NA,0.09150390625,0.283486328125,NA,NA,NA,0.0035498046875,0.0375048828125,NA,0.3135009765625,NA,NA,0.0087451171875,NA,NA,NA,NA,NA,0.021455078125
"51.53767,0.03463_244",0.0781689453125,NA,0.66087646484375,NA,NA,NA,NA,0.00378662109375,NA,NA,0.24293212890625,NA,NA,NA,NA,NA,NA,NA,NA,0.01423583984375
"51.53767,0.03463_334",0.24943115234375,NA,0.3049658203125,0.08086669921875,NA,NA,NA,NA,0.180322265625,NA,0.177119140625,NA,NA,NA,NA,NA,NA,NA,NA,0.007294921875
"51.53767,0.03463_64",NA,0.14177734375,0.10006591796875,0.31604736328125,0.0336767578125,NA,NA,NA,NA,NA,0.178125,NA,NA,NA,NA,NA,NA,NA,NA,0.2303076171875
"51.53865,0.03557_76",0.29171875,0.0708154296875,0.159208984375,0.01254150390625,0.0255126953125,NA,NA,NA,NA,NA,0.38260009765625,0.0008984375,NA,0.0377734375,NA,NA,NA,NA,NA,0.0189306640625
"51.53865,0.03557_166",0.27290771484375,0.0719482421875,0.18454345703125,0.03360107421875,NA,NA,NA,0.00118408203125,NA,0.0031591796875,0.3198095703125,NA,NA,0.0403857421875,NA,NA,NA,NA,NA,0.0724609375
"51.53865,0.03557_346",0.15134521484375,0.02988525390625,0.1444970703125,0.01626953125,0.0195703125,0.00572265625,NA,NA,NA,NA,0.35220947265625,NA,NA,0.2398193359375,NA,NA,NA,NA,NA,0.04068115234375
"51.53865,0.03557_256",0.2405419921875,0.0311767578125,0.1648095703125,NA,NA,NA,NA,NA,0.07570068359375,NA,0.3173828125,NA,NA,0.15435302734375,NA,NA,NA,NA,NA,0.01603515625
"51.53796,0.03441_315",0.22195556640625,NA,0.256162109375,0.025009765625,0.03968017578125,NA,NA,NA,NA,NA,0.293857421875,NA,NA,0.12751953125,NA,NA,NA,NA,NA,0.0358154296875
"51.53796,0.03441_45",0.0902587890625,0.2389990234375,0.126474609375,0.03796630859375,0.10193359375,0.02118896484375,NA,NA,NA,NA,0.36546630859375,NA,NA,0.00378662109375,NA,NA,NA,NA,NA,0.01392578125
"51.53796,0.03441_135",0.247900390625,0.10474853515625,0.13966796875,0.02912841796875,0.041806640625,0.00645751953125,NA,NA,NA,0.0028173828125,0.3722265625,0.00134521484375,NA,0.0164111328125,NA,NA,NA,NA,NA,0.037490234375
"51.53796,0.03441_225",0.176982421875,0.0228857421875,0.3168701171875,NA,NA,NA,NA,NA,NA,NA,0.2893701171875,NA,NA,0.1930908203125,NA,NA,NA,NA,NA,0.00080078125
"51.53875,0.03523_59",0.1443896484375,0.02580810546875,0.1895947265625,0.0441796875,NA,NA,NA,NA,NA,NA,0.3747607421875,NA,NA,0.2165576171875,NA,NA,NA,NA,NA,0.00470947265625
"51.53875,0.03523_329",0.23303466796875,0.02540283203125,0.1753662109375,0.0272216796875,0.01038818359375,0.01071044921875,NA,NA,NA,NA,0.3648974609375,NA,NA,0.14197509765625,NA,NA,NA,NA,NA,0.01100341796875
"51.53875,0.03523_239",0.204189453125,0.0248974609375,0.16470947265625,0.0305517578125,NA,0.00542724609375,NA,NA,NA,NA,0.36388427734375,NA,NA,0.18895751953125,NA,NA,NA,NA,NA,0.0173828125
"51.53875,0.03523_149",0.21426025390625,0.0157421875,0.13541748046875,0.0335205078125,NA,NA,NA,NA,NA,NA,0.39375,NA,NA,0.18693359375,NA,NA,NA,NA,NA,0.0203759765625
"51.53871,0.03582_76",0.22357421875,0.00514892578125,0.1880322265625,NA,NA,NA,NA,NA,NA,NA,0.35538818359375,NA,NA,0.1839501953125,NA,NA,NA,NA,NA,0.04390625
