,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.60762,-0.38912_200",0.32506103515625,0.0334912109375,0.05998046875,NA,NA,NA,NA,0.00153076171875,0.31795166015625,0.09259765625,0.16161376953125,NA,NA,0.00662353515625,NA,NA,NA,NA,NA,0.00114990234375
"51.60762,-0.38912_290",0.23085693359375,0.0172265625,0.0822265625,NA,NA,NA,NA,NA,0.2920166015625,0.18984375,0.1846044921875,0.001708984375,NA,NA,NA,NA,NA,NA,NA,0.00151611328125
"51.60762,-0.38912_110",0.3841650390625,NA,0.08069580078125,NA,NA,NA,NA,NA,NA,0.03909912109375,0.4272509765625,NA,NA,0.03734375,NA,NA,NA,NA,NA,0.0314453125
"51.60762,-0.38912_20",0.34006103515625,0.0188427734375,0.075205078125,NA,NA,NA,NA,NA,NA,0.08322509765625,0.43507568359375,NA,NA,0.0042919921875,NA,NA,NA,NA,NA,0.04329833984375
"51.60778,-0.38904_20",0.295693359375,0.02782470703125,0.03607421875,0.00494384765625,NA,NA,NA,0.00041748046875,0.19476806640625,0.11087890625,0.31458740234375,NA,NA,0.01231201171875,NA,NA,NA,NA,NA,0.0025
"51.60778,-0.38904_110",0.40245849609375,NA,0.06696533203125,NA,NA,NA,NA,NA,NA,0.0390478515625,0.43933837890625,NA,NA,0.00310546875,NA,NA,NA,NA,NA,0.04908447265625
"51.60778,-0.38904_200",0.3150390625,NA,0.0830224609375,NA,NA,NA,NA,NA,NA,0.1076171875,0.40972412109375,NA,NA,0.000712890625,NA,NA,NA,NA,NA,0.08388427734375
"51.60778,-0.38904_290",0.09767333984375,NA,0.06544677734375,0.0068505859375,NA,NA,NA,NA,0.2702392578125,0.2934228515625,NA,NA,NA,0.00330810546875,NA,NA,NA,NA,NA,0.26305908203125
"51.60795,-0.38895_290",0.39804443359375,0.01119873046875,0.106552734375,0.0099853515625,NA,NA,NA,NA,NA,NA,0.384091796875,NA,NA,0.0266015625,NA,NA,NA,NA,NA,0.063525390625
"51.60795,-0.38895_110",0.36683349609375,NA,0.0648583984375,NA,NA,NA,NA,NA,NA,0.0100390625,0.42254150390625,NA,NA,0.06685302734375,NA,NA,NA,NA,NA,0.06887451171875
"51.60795,-0.38895_200",0.37671142578125,NA,0.071279296875,0.00756591796875,NA,NA,NA,NA,NA,0.0116748046875,0.401875,NA,NA,0.04798095703125,NA,NA,NA,NA,NA,0.08291259765625
"51.60795,-0.38895_20",0.343759765625,NA,0.076474609375,NA,NA,NA,NA,NA,NA,0.07030029296875,0.430751953125,NA,NA,0.039501953125,NA,NA,NA,NA,NA,0.03921142578125
"51.60812,-0.38887_20",0.29677001953125,NA,0.06702392578125,0.0016552734375,NA,NA,NA,NA,NA,0.09638427734375,0.4183740234375,NA,NA,0.00864501953125,NA,NA,NA,NA,NA,0.1111474609375
"51.60812,-0.38887_110",0.3747216796875,NA,0.0735791015625,NA,NA,NA,NA,NA,NA,0.02387939453125,0.42387451171875,NA,NA,0.0314990234375,NA,NA,NA,NA,NA,0.0724462890625
"51.60812,-0.38887_200",0.39724853515625,NA,0.0766845703125,NA,NA,NA,NA,NA,NA,0.00492431640625,0.41396728515625,NA,NA,0.05345703125,NA,NA,NA,NA,NA,0.05371826171875
"51.60812,-0.38887_290",0.26765625,NA,0.09514892578125,0.0013134765625,NA,NA,NA,NA,NA,NA,0.3931201171875,NA,NA,0.0198828125,NA,NA,NA,NA,NA,0.22287841796875
"51.60711,-0.38937_110",0.3447998046875,NA,0.051484375,NA,NA,NA,NA,NA,NA,0.08116943359375,0.4410791015625,NA,NA,0.0123681640625,NA,NA,NA,NA,NA,0.06909912109375
"51.60711,-0.38937_20",0.32904052734375,NA,0.0525,0.01056640625,NA,NA,NA,NA,NA,0.08333740234375,0.44317138671875,NA,NA,0.00763427734375,NA,NA,NA,NA,NA,0.07375
"51.60711,-0.38937_200",0.30708984375,0.0233544921875,0.04845947265625,NA,NA,NA,NA,NA,NA,0.130400390625,0.35584716796875,NA,NA,0.0013720703125,NA,NA,NA,NA,NA,0.1334765625
"51.60711,-0.38937_290",0.31733642578125,NA,0.09055908203125,NA,NA,NA,NA,0.000537109375,0.08607177734375,0.13721923828125,0.35678955078125,0.00122802734375,NA,NA,NA,NA,NA,NA,NA,0.0102587890625
"51.60745,-0.38920_200",0.30957763671875,0.01846923828125,0.07942138671875,NA,NA,NA,NA,NA,0.1548681640625,0.13066650390625,0.3006689453125,NA,NA,0.004365234375,NA,NA,NA,NA,NA,0.001962890625
"51.60745,-0.38920_290",0.2366357421875,NA,0.090400390625,NA,NA,0.00665283203125,NA,NA,0.174580078125,0.2058642578125,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28586669921875
"51.60745,-0.38920_20",0.337939453125,NA,0.0589453125,0.01240234375,NA,NA,NA,NA,0.24104248046875,0.0700732421875,NA,NA,NA,0.00968505859375,NA,NA,NA,NA,NA,0.269912109375
"51.60745,-0.38920_110",0.3847802734375,NA,0.05693603515625,NA,NA,NA,NA,NA,0.324443359375,0.047705078125,0.16186279296875,NA,NA,0.02008544921875,NA,NA,NA,NA,NA,0.00418701171875
"51.60694,-0.38946_20",0.314111328125,0.0555859375,0.06399658203125,NA,NA,0.01454345703125,NA,0.00525634765625,NA,0.07566650390625,0.40944580078125,NA,NA,0.0007177734375,NA,NA,NA,NA,NA,0.06067626953125
"51.60694,-0.38946_110",0.37271240234375,NA,0.0298779296875,NA,NA,NA,NA,NA,0.0601904296875,0.07083984375,0.4555078125,NA,NA,NA,NA,NA,NA,NA,NA,0.01087158203125
"51.60694,-0.38946_200",0.40883544921875,NA,0.01580322265625,NA,NA,NA,NA,NA,NA,0.06298095703125,0.45231689453125,NA,NA,0.00125,NA,NA,NA,NA,NA,0.0588134765625
"51.60694,-0.38946_290",0.363125,NA,0.07048583984375,NA,NA,NA,NA,NA,NA,0.0933837890625,0.4084033203125,NA,NA,0.0045458984375,NA,NA,NA,NA,NA,0.06005615234375
"51.60728,-0.38929_20",0.35031494140625,NA,0.0553271484375,NA,NA,NA,NA,NA,0.1598291015625,0.05212890625,0.337900390625,NA,NA,0.00495361328125,NA,NA,NA,NA,NA,0.0395458984375
"51.60728,-0.38929_110",0.37516357421875,NA,0.038984375,NA,NA,NA,NA,NA,0.14923828125,0.05454833984375,0.3663330078125,NA,NA,0.006064453125,NA,NA,NA,NA,NA,0.00966796875
"51.60728,-0.38929_200",0.29667236328125,0.02493896484375,0.07715576171875,NA,NA,NA,NA,NA,NA,0.144560546875,0.4178759765625,NA,NA,0.0013818359375,NA,NA,NA,NA,NA,0.03741455078125
"51.60728,-0.38929_290",0.27665771484375,0.03739990234375,0.10779052734375,NA,NA,NA,NA,NA,NA,0.1529443359375,0.403154296875,NA,NA,NA,NA,NA,NA,NA,NA,0.02205322265625
"51.60830,-0.38882_20",0.35760009765625,0.022568359375,0.06675048828125,NA,NA,NA,NA,NA,NA,0.06333740234375,0.42177734375,NA,NA,0.00969970703125,NA,NA,NA,NA,NA,0.0582666015625
"51.60830,-0.38882_200",0.299521484375,NA,0.0822216796875,0.00146728515625,NA,NA,NA,NA,NA,0.1212255859375,0.3912353515625,NA,NA,0.01517333984375,NA,NA,NA,0.0020263671875,NA,0.08712890625
"51.60830,-0.38882_110",0.38351806640625,0.00860107421875,0.0673876953125,NA,NA,NA,NA,NA,NA,0.03927978515625,0.4029150390625,NA,NA,0.02410400390625,NA,NA,NA,NA,NA,0.0741943359375
"51.60830,-0.38882_290",0.22914794921875,NA,0.0992822265625,0.00121337890625,NA,NA,NA,NA,NA,0.2028857421875,0.39018310546875,NA,NA,0.0197021484375,NA,NA,NA,NA,NA,0.05758544921875
"51.61005,-0.38817_32",0.303837890625,0.00820068359375,0.039794921875,NA,NA,NA,NA,NA,NA,0.05482177734375,0.44513427734375,NA,NA,0.09441162109375,NA,NA,NA,NA,NA,0.053798828125
"51.61005,-0.38817_122",0.30197998046875,0.05220458984375,0.08664306640625,NA,NA,NA,NA,0.00117431640625,NA,0.08720947265625,0.43382568359375,NA,NA,0.00322509765625,NA,NA,NA,NA,NA,0.03373779296875
"51.61005,-0.38817_212",0.37563232421875,0.0101513671875,0.06254150390625,NA,NA,NA,NA,NA,NA,0.07410888671875,0.39213623046875,NA,NA,0.0080517578125,NA,NA,NA,NA,NA,0.0773779296875
"51.61005,-0.38817_302",0.3045947265625,NA,0.0515673828125,NA,NA,NA,NA,NA,NA,0.07188232421875,0.3864794921875,NA,NA,0.07156005859375,NA,NA,NA,NA,NA,0.113916015625
"51.60950,-0.38871_32",0.40262451171875,NA,0.04033447265625,NA,NA,NA,NA,0.003583984375,NA,0.0469384765625,0.42851806640625,NA,NA,0.0066455078125,NA,NA,NA,NA,NA,0.07135498046875
"51.60950,-0.38871_122",0.401181640625,NA,0.04208251953125,0.002421875,NA,NA,NA,NA,NA,0.04026123046875,0.4400244140625,NA,NA,0.0028955078125,NA,NA,NA,0.0022119140625,NA,0.0689208984375
"51.60950,-0.38871_212",0.39853759765625,0.0305419921875,0.07986572265625,0.0007080078125,NA,NA,NA,NA,NA,0.02000732421875,0.42708251953125,NA,NA,0.01290283203125,NA,NA,NA,NA,NA,0.03035400390625
