,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.57600,-0.20244_62",0.30322021484375,NA,0.15672119140625,0.00629150390625,0.0095361328125,NA,NA,NA,0.06335205078125,0.110693359375,0.3251416015625,NA,NA,0.0215576171875,NA,NA,NA,NA,NA,0.003486328125
"51.57600,-0.20244_152",0.22029296875,NA,NA,NA,0.0155810546875,NA,NA,NA,0.2105029296875,0.1005126953125,0.2966064453125,NA,NA,0.142294921875,NA,NA,NA,NA,NA,0.014208984375
"51.57600,-0.20244_242",0.243095703125,NA,0.25327880859375,0.00106689453125,NA,NA,NA,NA,0.117412109375,0.1254541015625,0.18541748046875,NA,NA,0.0708544921875,NA,NA,NA,NA,NA,0.00342041015625
"51.57600,-0.20244_332",0.0566650390625,0.15146240234375,0.42840576171875,NA,NA,NA,NA,0.00103759765625,0.0003857421875,0.20004638671875,0.16053466796875,NA,NA,NA,NA,NA,NA,NA,NA,0.00146240234375
"51.57646,-0.20230_226",0.339970703125,NA,0.3373095703125,0.00519287109375,NA,NA,NA,NA,0.0780419921875,NA,0.23197509765625,NA,NA,0.00160888671875,NA,NA,NA,NA,NA,0.00590087890625
"51.57646,-0.20230_316",0.2979443359375,NA,0.234404296875,NA,NA,NA,NA,0.0015673828125,0.1091943359375,NA,0.354697265625,NA,NA,NA,NA,NA,NA,NA,NA,0.0021923828125
"51.57646,-0.20230_136",0.344111328125,0.0120556640625,0.42977783203125,NA,NA,NA,NA,0.00105224609375,0.047294921875,0.0112158203125,0.14666259765625,NA,NA,0.006171875,NA,NA,NA,NA,NA,0.00165771484375
"51.57646,-0.20230_46",0.34562255859375,NA,0.1583984375,0.0004345703125,NA,NA,NA,NA,0.07859619140625,0.0090673828125,0.40083984375,NA,NA,0.003388671875,NA,NA,NA,NA,NA,0.00365234375
"51.58086,-0.20170_167",0.2844873046875,0.02300537109375,0.14968994140625,NA,NA,NA,NA,NA,0.09238037109375,NA,0.33314453125,NA,NA,0.1046240234375,NA,NA,NA,NA,NA,0.01266845703125
"51.58086,-0.20170_77",0.22594482421875,0.04224609375,0.126171875,NA,0.0246142578125,NA,NA,NA,0.21306396484375,0.00273681640625,0.22916259765625,NA,NA,0.1288134765625,NA,NA,NA,NA,NA,0.00724609375
"51.58086,-0.20170_347",0.3335009765625,0.03533447265625,0.0335693359375,NA,0.04239013671875,NA,NA,NA,0.17733642578125,NA,0.3171875,NA,NA,0.05822998046875,NA,NA,NA,NA,NA,0.002451171875
"51.58086,-0.20170_257",0.34085205078125,0.03120361328125,0.07991455078125,0.0020947265625,0.02574462890625,NA,NA,NA,NA,0.002568359375,0.40875244140625,NA,NA,0.04799560546875,NA,NA,NA,NA,NA,0.0608740234375
"51.58112,-0.20167_167",0.29935546875,0.025107421875,0.0882666015625,NA,NA,NA,NA,NA,NA,0.02,0.3802880859375,NA,NA,0.087900390625,NA,NA,NA,NA,NA,0.09908203125
"51.58112,-0.20167_77",0.2527001953125,NA,0.08391357421875,NA,NA,NA,NA,NA,NA,0.049013671875,0.3914453125,NA,NA,0.1617578125,NA,NA,NA,NA,NA,0.06116943359375
"51.58112,-0.20167_347",0.28922607421875,0.01306396484375,0.09661865234375,0.00666748046875,NA,NA,NA,NA,NA,NA,0.38373779296875,NA,NA,0.1255810546875,NA,NA,NA,NA,NA,0.08510498046875
"51.58112,-0.20167_257",0.3140673828125,0.02629150390625,0.1165771484375,0.005771484375,NA,NA,NA,NA,NA,0.0104638671875,0.39595458984375,NA,NA,0.07858154296875,NA,NA,NA,NA,NA,0.05229248046875
"51.58136,-0.20162_77",0.2564599609375,0.04502685546875,0.10171630859375,0.02996337890625,NA,0.0075537109375,NA,NA,NA,NA,0.34138916015625,NA,NA,0.10389892578125,NA,NA,NA,NA,NA,0.11399169921875
"51.58136,-0.20162_347",0.36877685546875,0.04315673828125,0.09206298828125,0.00348876953125,NA,NA,NA,NA,0.1211279296875,0.0275439453125,0.32193603515625,NA,NA,0.01758056640625,NA,NA,NA,NA,NA,0.004326171875
"51.58136,-0.20162_257",0.340556640625,0.0379736328125,0.09392822265625,NA,NA,NA,NA,NA,NA,0.02009033203125,0.39143310546875,NA,NA,0.04710205078125,NA,NA,NA,NA,NA,0.068916015625
"51.58136,-0.20162_167",0.2836865234375,0.032490234375,0.08541259765625,0.01711181640625,NA,0.0081298828125,NA,NA,NA,NA,0.38451171875,NA,NA,0.088525390625,NA,NA,NA,NA,NA,0.1001318359375
"51.58159,-0.20150_167",0.30489501953125,0.1035986328125,0.11590576171875,0.01173828125,NA,NA,NA,NA,0.09640869140625,NA,0.34859130859375,NA,NA,0.01273193359375,NA,NA,NA,NA,NA,0.00613037109375
"51.58159,-0.20150_77",0.28912109375,0.1340380859375,0.1310791015625,0.01100341796875,NA,NA,NA,NA,NA,0.01282470703125,0.38052490234375,NA,NA,0.00128662109375,NA,NA,NA,NA,NA,0.0401220703125
"51.58159,-0.20150_347",0.362587890625,0.03572265625,0.095849609375,0.013818359375,NA,NA,NA,NA,NA,NA,0.38837890625,NA,NA,0.06350341796875,NA,NA,NA,NA,NA,0.04013916015625
"51.58159,-0.20150_257",0.35379638671875,0.0244970703125,0.0827001953125,0.00413330078125,NA,NA,NA,NA,NA,NA,0.39375732421875,NA,NA,0.07459228515625,NA,NA,NA,NA,NA,0.0665234375
"51.58215,-0.20099_257",0.34070068359375,0.02131103515625,NA,0.002080078125,NA,NA,NA,NA,0.12444580078125,NA,0.4052978515625,NA,NA,0.0694140625,NA,NA,NA,NA,NA,0.03675048828125
"51.58215,-0.20099_347",0.36498779296875,0.01690673828125,NA,NA,NA,NA,NA,NA,0.1262548828125,NA,0.37390869140625,NA,NA,0.07496337890625,NA,NA,NA,NA,NA,0.042978515625
"51.58215,-0.20099_77",0.3591357421875,NA,0.105244140625,0.002265625,NA,0.011787109375,NA,NA,NA,0.0023583984375,0.37816650390625,NA,NA,0.02509765625,NA,NA,NA,NA,NA,0.11594482421875
"51.58215,-0.20099_167",0.3137353515625,0.0953173828125,0.10556396484375,NA,NA,0.009541015625,NA,NA,0.04796630859375,NA,0.39137939453125,NA,NA,0.03078857421875,NA,NA,NA,NA,NA,0.0057080078125
"51.57614,-0.20220_62",0.37684814453125,NA,0.17872802734375,0.00404296875,0.01013916015625,NA,NA,NA,NA,0.01618408203125,0.29571044921875,NA,NA,0.0539892578125,NA,NA,NA,NA,NA,0.06435791015625
"51.57614,-0.20220_332",0.3383642578125,0.0213818359375,0.3407275390625,NA,NA,NA,NA,NA,NA,0.03921630859375,0.22105224609375,NA,NA,0.03355224609375,NA,NA,NA,NA,NA,0.00570556640625
"51.57614,-0.20220_152",0.35886474609375,NA,NA,0.003896484375,0.0237353515625,NA,NA,NA,0.1522900390625,0.0832861328125,0.342734375,NA,NA,0.021044921875,NA,NA,NA,NA,NA,0.01414794921875
"51.57614,-0.20220_242",0.34668212890625,NA,0.18570068359375,NA,0.00787841796875,NA,NA,0.001416015625,0.07443603515625,0.10955810546875,0.271298828125,NA,NA,0.00180419921875,NA,NA,NA,NA,NA,0.0012255859375
