,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.64888,-0.16102_87",0.272783203125,0.077265625,NA,NA,0.123896484375,NA,NA,NA,0.121875,NA,0.4000634765625,NA,NA,NA,NA,NA,NA,NA,NA,0.0041162109375
"51.64944,-0.16445_241",0.242919921875,0.01939208984375,0.16258056640625,0.01937744140625,0.00546630859375,NA,NA,NA,NA,NA,0.32819580078125,NA,NA,0.16121826171875,NA,NA,NA,NA,NA,0.060849609375
"51.64944,-0.16445_61",0.27007080078125,0.0811572265625,0.06305908203125,NA,0.0064892578125,NA,NA,NA,NA,0.02232666015625,0.42458251953125,NA,NA,0.05374267578125,NA,NA,NA,NA,NA,0.07857177734375
"51.64981,-0.16472_317",0.33371337890625,0.0536279296875,0.1192919921875,0.02408203125,NA,NA,NA,NA,0.1157861328125,NA,0.335537109375,NA,NA,0.01067626953125,NA,NA,NA,NA,NA,0.00728515625
"51.64981,-0.16472_47",0.31807861328125,0.06173095703125,0.12064697265625,0.0010107421875,NA,NA,NA,NA,NA,0.00401611328125,0.4012890625,NA,NA,0.03659423828125,NA,NA,NA,NA,NA,0.05663330078125
"51.64981,-0.16472_227",0.23502197265625,0.0540380859375,0.11617431640625,0.036904296875,0.00509521484375,NA,NA,NA,NA,NA,0.34037109375,NA,NA,0.0926318359375,NA,NA,NA,NA,NA,0.11976318359375
"51.64944,-0.16445_151",0.29182861328125,0.02544189453125,0.06091064453125,0.01946533203125,0.0181591796875,NA,NA,NA,NA,0.00330078125,0.4327685546875,NA,NA,0.097265625,NA,NA,NA,NA,NA,0.050859375
"51.64896,-0.16424_69",0.33560546875,NA,0.14973876953125,0.028212890625,0.02533447265625,NA,NA,NA,NA,NA,0.38461181640625,NA,NA,0.0318701171875,NA,NA,NA,NA,NA,0.04462646484375
"51.64891,-0.16050_357",0.26951904296875,NA,0.04795654296875,NA,NA,NA,NA,NA,0.1207421875,NA,0.41998291015625,NA,NA,0.00806396484375,NA,NA,NA,NA,NA,0.1337353515625
"51.64892,-0.16023_267",0.29000244140625,0.079697265625,0.04998046875,NA,NA,NA,NA,NA,NA,0.013984375,0.42911865234375,NA,NA,0.026845703125,NA,NA,NA,NA,NA,0.11037109375
"51.64892,-0.16023_177",0.3194140625,0.0762548828125,0.07890625,0.005302734375,NA,NA,NA,NA,NA,NA,0.40043212890625,NA,NA,0.0264013671875,NA,NA,NA,NA,NA,0.09328857421875
"51.64892,-0.16023_87",0.35984130859375,NA,0.042744140625,0.00741455078125,NA,NA,NA,0.0015234375,0.228974609375,0.0080615234375,0.303818359375,NA,NA,0.00472900390625,NA,NA,NA,NA,NA,0.04289306640625
"51.64891,-0.16050_267",0.36315185546875,NA,NA,NA,NA,NA,NA,0.0014990234375,0.13345458984375,0.02321044921875,0.445224609375,NA,NA,0.00572265625,NA,NA,NA,NA,NA,0.02773681640625
"51.64912,-0.16430_249",0.32432373046875,0.0595068359375,0.07798583984375,0.00890625,NA,NA,NA,0.00150634765625,0.18552001953125,0.0126171875,0.3249755859375,NA,NA,0.00415283203125,NA,NA,NA,NA,NA,0.00050537109375
"51.64912,-0.16430_159",0.26460205078125,0.02323486328125,0.13150390625,NA,NA,NA,NA,NA,NA,0.029853515625,0.3949365234375,NA,NA,0.1162109375,NA,NA,NA,NA,NA,0.039658203125
"51.64863,-0.16412_252",0.2000390625,NA,0.1506689453125,0.00293212890625,0.009296875,NA,NA,NA,NA,0.0061279296875,0.31112060546875,NA,NA,0.2001806640625,NA,NA,NA,NA,NA,0.1196337890625
"51.64912,-0.16430_339",0.33091552734375,0.0612255859375,0.0653173828125,0.00606201171875,0.019169921875,0.0096875,NA,NA,0.09970947265625,0.00402099609375,0.3902197265625,NA,NA,0.01019287109375,NA,NA,NA,NA,NA,0.00347900390625
"51.64863,-0.16412_162",0.2863037109375,0.03645263671875,0.1024755859375,0.00122314453125,0.01052978515625,0.02219970703125,NA,NA,0.091298828125,NA,0.364130859375,NA,NA,0.0815673828125,NA,NA,NA,NA,NA,0.003818359375
"51.64912,-0.16430_69",0.2021630859375,0.05433349609375,0.1242626953125,0.028955078125,0.03114501953125,0.01048828125,NA,NA,NA,NA,0.38321044921875,NA,NA,0.11662841796875,NA,NA,NA,NA,NA,0.0488134765625
"51.64863,-0.16412_342",0.2624658203125,0.00556640625,0.1444970703125,NA,0.00552490234375,NA,NA,NA,NA,NA,0.37906005859375,NA,NA,0.169296875,NA,NA,NA,NA,NA,0.0335888671875
"51.64972,-0.16274_142",0.29043212890625,0.13413818359375,0.057958984375,0.00841796875,NA,NA,NA,0.0015234375,0.0822998046875,0.01652587890625,0.40203857421875,NA,NA,0.00483154296875,NA,NA,NA,NA,NA,0.00183349609375
"51.64991,-0.16284_52",0.4300439453125,0.00633056640625,0.047841796875,0.011025390625,NA,NA,NA,0.00212890625,0.268515625,0.001591796875,NA,NA,NA,0.00406494140625,NA,NA,NA,NA,NA,0.22845703125
"51.64991,-0.16284_142",0.3275732421875,NA,0.05404296875,NA,NA,NA,NA,NA,NA,0.00967041015625,0.4520263671875,NA,NA,0.014306640625,NA,NA,NA,NA,NA,0.14238037109375
