,road,sidewalk,building,wall,fence,pole,traffic light,traffic sign,vegetation,terrain,sky,person,rider,car,truck,bus,train,motorcycle,bicycle,ignore
"51.54368,-0.17520_324",0.4283935546875,0.01045166015625,0.12363525390625,NA,NA,0.00663818359375,NA,NA,0.06450439453125,NA,0.32601318359375,NA,NA,0.01059814453125,NA,NA,NA,NA,NA,0.029765625
"51.54368,-0.17520_54",0.405009765625,0.05981689453125,0.0368212890625,NA,0.00604248046875,0.00740478515625,NA,NA,0.0509130859375,NA,0.41003173828125,NA,NA,0.01293212890625,NA,NA,NA,NA,NA,0.01102783203125
"51.54368,-0.17520_144",0.41155029296875,0.05916015625,0.07864990234375,0.00966552734375,NA,NA,NA,NA,0.0346142578125,NA,0.39587158203125,NA,NA,0.00330810546875,NA,NA,NA,NA,NA,0.00718017578125
"51.54368,-0.17520_234",0.43974853515625,NA,0.202158203125,NA,NA,NA,NA,NA,0.05012939453125,NA,0.27383544921875,NA,NA,0.000810546875,NA,0.0067333984375,NA,NA,NA,0.02658447265625
"51.54387,-0.17530_324",0.3883935546875,0.03709228515625,0.2782080078125,0.02259033203125,NA,NA,NA,NA,0.0443115234375,NA,0.21704345703125,0.0006494140625,NA,0.00187255859375,NA,NA,NA,NA,NA,0.0098388671875
"51.54387,-0.17530_54",0.39555908203125,NA,0.0498974609375,0.0129931640625,0.05284912109375,NA,NA,NA,0.08669189453125,0.00753173828125,0.3683740234375,NA,0.00097412109375,0.0011279296875,NA,NA,NA,0.00160888671875,NA,0.022392578125
"51.54387,-0.17530_144",0.43503662109375,0.00460693359375,0.08575927734375,NA,NA,NA,NA,NA,0.07173583984375,NA,0.33881591796875,NA,NA,0.04542236328125,0.00345947265625,NA,NA,0.00081298828125,NA,0.0143505859375
"51.54387,-0.17530_234",0.3551806640625,0.0445263671875,0.38099853515625,NA,NA,NA,NA,NA,NA,NA,0.1473681640625,NA,NA,NA,0.0501318359375,NA,NA,NA,NA,0.02179443359375
"51.54405,-0.17541_324",0.38068115234375,0.0452880859375,0.28606201171875,0.02088134765625,NA,0.0153369140625,NA,NA,NA,NA,0.2408837890625,0.00239013671875,NA,0.00121826171875,0.001416015625,NA,NA,NA,NA,0.00584228515625
"51.54405,-0.17541_54",0.3802685546875,0.025576171875,0.1056005859375,NA,0.0629248046875,0.0079052734375,NA,NA,0.0767041015625,NA,0.3347265625,NA,NA,0.0029248046875,NA,NA,NA,NA,NA,0.003369140625
"51.54405,-0.17541_144",0.4191943359375,0.0235205078125,0.15742919921875,NA,0.02427001953125,NA,NA,NA,0.03378173828125,NA,0.31908203125,NA,NA,0.001962890625,0.00402099609375,NA,NA,NA,NA,0.01673828125
"51.54405,-0.17541_234",0.3679248046875,0.07052978515625,0.430048828125,NA,NA,NA,NA,NA,0.00254638671875,NA,0.111640625,0.00216064453125,NA,NA,NA,NA,NA,0.00523681640625,NA,0.009912109375
